state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,excessive_drinking_raw_value,motor_vehicle_crash_deaths_raw_value,chlamydia_rate_raw_value,teen_births_raw_value,uninsured_adults_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,hospice_use_raw_value,high_school_graduation_raw_value,college_degrees_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,inadequate_social_support_raw_value,single-parent_households_raw_value,violent_crime_raw_value,homicides_raw_value,air_pollution-particulate_matter_days_raw_value,air_pollution-ozone_days_raw_value,access_to_healthy_foods_raw_value,liquor_store_density_raw_value,smoking_during_pregnancy_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,lead_poisoned_children_(wi)_raw_value,municipal_water_(wi)_raw_value,contaminants_in_municipal_water_(wi)_raw_value
AZ,Apache County,13084.1,0.1737,3.71,3.84,0.0699,0.1618,0.315,0.1079,74.4,614.5,58.1,0.091,130.6909943,0.3312,0.295557752,0.463875205,0.110887253,0.106,0.402,48.3,0.3644,0.136363636,,14.6,0,0,0.25,0.14390974,,,,,,,,,
AZ,Cochise County,8110.5,0.1679,3.97,3.6,0.0767,0.2099,0.224,0.132,27.1,281.8,56.3,0.179,64.49731924,0.6579,0.338763137,0.666460012,0.204589186,0.053,0.26,44.5,0.2023,0.088473959,,5.4,0,0,0.259259259,0.94664847,,,,,,,,,
AZ,Coconino County,7459.6,0.1133,2.8,3.04,0.0801,0.1602,0.215,0.1468,32.2,437.8,48.2,0.183,74.53689209,0.4549,0.327784403,0.748424069,0.323900839,0.051,0.197,44.8,0.1762,0.1027815,,6.5,0,4,0.36,0.87244117,,,,,,,,,
AZ,Gila County,12237.1,0.2006,4.84,5.06,0.0754,0.2405,0.271,0.1101,32.7,272,83.6,0.159,60.07297003,0.7358,0.459818139,0.707132018,0.144554511,0.06,0.281,42.4,0.2386,0.086379449,,12.6,1,17,0.357142857,0.388719364,,,,,,,,,
AZ,Graham County,8526,0.1859,3.94,4.55,0.0704,0.19,0.287,0.1747,30.7,338.7,54.3,0.158,89.05009803,0.655,0.42225274,0.753914989,0.143727102,0.063,0.263,38.5,0.1933,0.127404997,,6,0,0,0.333333333,0.899496282,,,,,,,,,
AZ,Greenlee County,7692.6,,4.21,2.85,0.0644,,0.316,,20.4,271.4,62.5,0.141,63.42341165,0.7297,0.300744774,0.606299213,0.134683224,0.047,0.136,36.1,0.1153,0.101846356,,1.9,0,0,0.25,1.338867318,,,,,,,,,
AZ,La Paz County,12847.2,0.232,5.71,3.95,0.0534,0.1479,0.28,0.1644,55.2,202.4,83.9,0.218,77.30217784,0.5619,0.294438236,0.819444444,0.076683663,0.071,0.363,47,0.2038,0.113748321,,5.1,0,1,0.444444444,0.499475551,,,,,,,,,
AZ,Maricopa County,6977.8,0.1527,3.19,3.08,0.0688,0.1942,0.225,0.1621,16.6,385.9,64.7,0.213,54.8044967,0.7712,0.577807752,0.777201593,0.272138966,0.048,0.182,44.8,0.19,0.099099591,,9.6,4,44,0.524752475,0.264648423,,,,,,,,,
AZ,Mohave County,11158.9,0.2086,4.24,3.64,0.067,0.3039,0.262,0.1704,30.3,171,72.4,0.218,73.91523454,0.7876,0.28387164,0.631972789,0.114289318,0.07,0.24,44.4,0.2485,0.092825823,,7.2,0,3,0.387096774,0.469601152,,,,,,,,,
AZ,Navajo County,12182.8,0.1733,3.5,3.82,0.0795,0.1856,0.261,0.1108,54,477.6,63.5,0.138,90.14968461,0.4694,0.460325198,0.686463349,0.136454997,0.092,0.319,43,0.2053,0.118325865,,11.6,0,2,0.379310345,0.274858677,,,,,,,,,
AZ,Pima County,8019.1,0.1377,3.59,3.38,0.0748,0.1761,0.212,0.1453,16.5,391.4,54,0.194,53.73408142,0.7791,0.548478876,0.718508233,0.29553201,0.051,0.211,45.2,0.1898,0.097861269,,8.9,0,8,0.414285714,0.252976692,,,,,,,,,
AZ,Pinal County,9010.3,0.1707,3.63,3.35,0.0725,0.1997,0.281,0.1691,27.6,259.4,77.1,0.215,62.78756097,0.7396,0.566177728,0.644833948,0.171678472,0.068,0.17,40.6,0.2022,0.111828774,,8.5,0,15,0.464285714,0.372694882,,,,,,,,,
AZ,Santa Cruz County,5969.3,0.1841,2.54,2.42,0.0715,0.1857,0.216,0.1323,16.5,297.1,68.5,0.24,55.52887514,0.6981,0.369070802,0.696629214,0.151137197,0.1,0.298,46,0.2211,0.1312862,,3.6,1,0,0.3,0.713165026,,,,,,,,,
AZ,Yavapai County,7962.2,0.1897,4.24,3.98,0.0716,0.2033,0.177,0.1161,25.1,150,52.9,0.264,44.30473337,0.8028,0.400283396,0.698036561,0.228019239,0.056,0.198,43.1,0.1868,0.07035992,,3.9,0,3,0.382352941,0.338592808,,,,,,,,,
AZ,Yuma County,6328.9,0.1997,3.6,2.93,0.058,0.1571,0.257,0.1705,16.4,263.9,78.4,0.197,69.54354885,0.8133,0.279945234,,0.125127278,0.171,0.264,43.3,0.2227,0.105886112,,5,0,7,0.5,0.376666075,,,,,,,,,
AR,Arkansas,9604.6,0.191,4,3.69,0.0889,0.2406,0.293,0.1176,25.9,354.1,62.1,0.199,91.45669694,0.759,0.268304433,0.804,0.166605823,0.051,0.253,45.8,0.2121,0.093440466,,7.5,4.2,0.4,0.320169253,1.101918944,,,,,,,,,
AR,Arkansas County,12292.1,0.2963,4.19,3.59,0.1105,0.2619,0.333,0.0834,34.1,593.4,60.1,0.182,116.3968325,0.7466,0.211237453,1,0.121831797,0.092,0.265,46.9,0.235,0.104055812,,9.9,5,0,0.333333333,1.522224477,,,,,,,,,
AR,Ashley County,9936.5,0.2236,4.9,4.48,0.0938,0.3176,0.346,0.14,34.8,389.6,66.7,0.178,97.78510374,0.7355,0.33611952,0.763157895,0.10062333,0.072,0.301,45,0.2922,0.096653879,,6.7,5,0,0.285714286,0.442477876,,,,,,,,,
AR,Baxter County,9483.1,0.1482,3.51,3.49,0.0679,0.2421,0.261,0.1281,35.6,138,53.8,0.227,92.12870448,0.7841,0.259098475,0.810473816,0.1277849,0.056,0.219,43,0.2176,0.058585503,,2.5,1,0,0.25,3.159020218,,,,,,,,,
AR,Benton County,6371.7,0.1477,3.18,2.73,0.0658,0.1887,0.27,0.105,18,153.5,57.8,0.205,65.7175207,0.7952,0.332057321,0.767398412,0.203246309,0.038,0.149,41.7,0.1681,0.073215145,,2.6,2,0,0.428571429,0,,,,,,,,,
AR,Boone County,9319.2,0.1734,4.19,3.03,0.0731,0.2275,0.278,0.084,29.2,195,60.3,0.199,114.9275829,0.8011,0.201193857,0.857142857,0.12674469,0.051,0.224,46.2,0.1705,0.073279908,,3.7,1,0,0.222222222,0,,,,,,,,,
AR,Bradley County,10739.4,0.153,3.18,5.38,0.0924,0.2143,0.307,0.0963,41.7,330.3,76.9,0.257,121.830845,0.6779,,0.846153846,0.119263862,0.069,0.344,49.7,,0.095159288,,9.3,3,0,0.5,0,,,,,,,,,
AR,Calhoun County,10817.8,0.142,3.31,2.05,0.1351,,0.307,0.015,38.4,323.9,48.8,0.235,79.46959183,0.8197,,0.905660377,0.07296467,0.058,0.229,47.1,,0.079844627,,12.8,3,0,0,3.593890386,,,,,,,,,
AR,Carroll County,9471.4,0.216,4.74,4.24,0.0617,0.3,0.252,0.1196,25.6,98.8,70,0.356,80.87883463,0.8007,0.246434411,0.869257951,0.138315802,0.042,0.286,47.6,0.2717,0.077436451,,3.3,2,0,0.666666667,2.208480565,,,,,,,,,
AR,Chicot County,11587.6,,5.97,5.41,0.103,0.2886,0.352,0.0782,37.8,542,73.1,0.194,143.1561836,0.7606,,0.95,0.116751269,0.077,0.448,52.5,,0.143900096,,18.3,6,0,1,0.79795723,,,,,,,,,
AR,Clark County,8766.2,0.1867,4.08,3.3,0.0794,0.1585,0.315,0.137,26.8,488.8,33.4,0.234,63.9352397,0.7053,0.160734244,0.853281853,0.198179833,0.054,0.263,47.1,0.2069,0.092010772,,2.4,4,0,0.2,0,,,,,,,,,
AR,Clay County,11455,0.2882,4.57,4.71,0.0781,0.2975,0.3,0.0821,46.6,90.9,69.6,0.184,120.7149154,0.7884,0.102367555,1,0.073921971,0.076,0.276,47.3,0.2518,0.06390724,,4.2,6,0,0.272727273,0,,,,,,,,,
AR,Cleburne County,8477.2,0.2054,4.83,3.95,0.1034,0.2117,0.279,0.0386,37.1,109.9,56.1,0.252,79.96102768,0.7899,0.331768081,0.909090909,0.138851957,0.053,0.276,43.8,0.1958,0.062217861,,1.7,1,0,0.363636364,0,,,,,,,,,
AR,Cleveland County,7589.1,0.3011,5.03,5.49,0.1047,0.2658,0.315,0.0953,23.1,225.8,55.3,0.237,94.09690291,0.7795,0.211864094,0.962962963,0.099840961,0.055,0.234,43.1,0.2099,0.079437825,,3.3,3,0,0,2.301495972,,,,,,,,,
AR,Columbia County,11464.2,0.1923,3.25,4.35,0.0947,0.2131,0.31,0.1027,32.6,793.8,47.6,0.18,93.73940118,0.7308,0.247348839,0.852017937,0.167965584,0.065,0.304,48.1,0.2535,0.100791504,,10.9,3,0,0.333333333,0,,,,,,,,,
AR,Conway County,9285.6,0.252,3.88,3.81,0.0719,0.3112,0.288,0.1124,33,207.8,62.8,0.184,82.14660524,0.7273,0.22943535,0.85440613,0.115356083,0.052,0.265,45.1,0.2485,0.081963098,,7,4,0,0.111111111,3.902058336,,,,,,,,,
AR,Craighead County,9608.8,0.2083,3.46,3.58,0.0798,0.2275,0.293,0.0938,21.9,428.4,52.2,0.197,90.95408234,0.7574,0.198887516,0.900675024,0.209443075,0.045,0.248,45.1,0.1962,0.086189282,,5.2,8,0,0.357142857,0.111437996,,,,,,,,,
AR,Crawford County,9610.6,0.1857,3.55,2.94,0.0777,0.2591,0.29,0.0842,19.8,127.6,63.1,0.182,98.42920271,0.7627,0.301260955,0.832727273,0.097023545,0.045,0.254,41.5,0.1567,0.09181809,,4.1,3,0,0.363636364,0,,,,,,,,,
AR,Crittenden County,12731.9,0.2213,3.77,4.76,0.1295,0.2611,0.342,0.1185,23.4,804.5,90.3,0.15,76.83578215,0.7614,0.166524655,0.730545877,0.127698258,0.074,0.383,46.3,0.2827,0.160251205,,15.3,11,13,0.3,0.385854571,,,,,,,,,
AR,Cross County,10458,0.1959,3.58,4.32,0.0963,0.3431,0.309,0.1043,29.7,519.5,66.9,0.2,115.206836,0.6852,0.191687582,0.942857143,0.098694812,0.064,0.294,48.8,0.1976,0.105263158,,4.5,9,0,0.6,1.05535328,,,,,,,,,
AR,Dallas County,13076.1,0.1665,3.47,2.76,0.1406,0.1864,0.329,0.0303,37.6,706.6,57.8,0.179,116.8632415,0.6507,0.156985771,0.916666667,0.096176323,0.068,0.317,50.3,,0.092639955,,16.3,3,0,0.25,3.583373149,,,,,,,,,
AR,Desha County,11737.5,0.1889,4.33,3.07,0.1382,0.2195,0.336,0.1039,32.3,535.9,83.7,0.195,139.1349248,0.6738,0.289924696,0.941666667,0.110716524,0.081,0.363,49.4,,0.150793651,,18.6,5,0,0.25,2.841110874,,,,,,,,,
AR,Drew County,10076.4,0.192,3.59,3.35,0.1008,0.2594,0.299,0.1347,38.2,462.3,50.1,0.192,125.1012307,0.7742,0.178191704,0.84501845,0.172595863,0.074,0.304,49.6,,0.106719368,,7.6,3,0,0.2,0.532311296,,,,,,,,,
AR,Faulkner County,7648.6,0.1942,4.02,3.39,0.0717,0.1863,0.291,0.1309,23.7,288,33.8,0.204,64.43867492,0.8192,0.370211203,0.797833935,0.252119019,0.044,0.163,43.1,0.1614,0.085220501,,3.5,8,0,0.333333333,0,,,,,,,,,
AR,Franklin County,8647.3,0.1897,2.79,3.82,0.0734,0.2727,0.322,0.123,20.8,317.4,59.6,0.195,92.4166979,0.7865,0.192572664,1,0.110262571,0.041,0.271,42.6,,0.073089218,,1.6,3,0,0.333333333,3.322995126,,,,,,,,,
AR,Fulton County,10616.5,0.1813,3.9,3.7,0.077,0.2894,0.285,0.1123,34.3,93.6,53.5,0.258,128.8287733,0.8418,,0.909836066,0.104816208,0.048,0.32,48.6,0.2241,0.06029106,,4.9,1,0,0.111111111,0,,,,,,,,,
AR,Garland County,11260.1,0.1904,4.27,4.16,0.0867,0.2698,0.266,0.1176,24.9,254.3,67.3,0.222,60.56444045,0.8342,0.282097442,0.788808664,0.179650365,0.052,0.291,46,0.2101,0.077565917,,8,5,0,0.384615385,2.414622112,,,,,,,,,
AR,Grant County,8213.3,0.1885,4.59,5.05,0.0829,0.3231,0.305,0.1581,24.5,114.3,47.2,0.227,90.83076621,0.64,0.331042883,0.785522788,0.110402809,0.049,0.154,42.1,0.2055,0.065213908,,1.7,3,0,0.2,0,,,,,,,,,
AR,Greene County,10341.6,0.1997,4.48,4.49,0.0782,0.2849,0.297,0.1275,30.1,124.7,77.2,0.174,112.617295,0.6628,0.213420529,1,0.108935129,0.062,0.22,46.6,0.2005,0.077288136,,3,7,0,0.125,1.252254057,,,,,,,,,
AR,Hempstead County,9154.1,0.2613,5.23,5.5,0.105,0.2619,0.322,0.1352,38.7,869.5,80.1,0.25,108.3278095,0.6509,0.188430011,1,0.109691304,0.055,0.332,45.4,0.3093,0.111507981,,6.1,4,0,0.375,0.431853515,,,,,,,,,
AR,Hot Spring County,9561.6,0.2409,3.94,3.71,0.0814,0.2181,0.316,0.1316,30.2,211.2,63.3,0.192,121.0876444,0.7507,0.220291139,0.848351648,0.11189536,0.062,0.223,41.4,0.2526,0.083472176,,5.1,4,0,0.166666667,0.316085596,,,,,,,,,
AR,Howard County,9069.1,0.2007,4.47,3.29,0.0905,0.2617,0.294,0.0762,36.1,603.5,77,0.236,99.61853406,0.6879,0.138700017,0.874100719,0.116276561,0.052,0.257,47.3,,0.093036008,,12,6,0,0.6,0,,,,,,,,,
AR,Independence County,9246.5,0.2081,4.4,5.12,0.0924,0.2622,0.279,0.0928,25.9,275,65.2,0.177,113.1946543,0.7493,0.114863956,0.92348285,0.13732658,0.066,0.225,44.4,0.2276,0.071136853,,4.2,2,0,0.1875,0,,,,,,,,,
AR,Izard County,10557.7,0.2528,4.76,2.91,0.0845,0.2358,0.267,0.0622,30.4,67.4,61.9,0.236,106.360594,0.7938,0.197438857,1,0.116757665,0.062,0.314,45.9,0.1328,0.059191177,,3.3,1,0,0.214285714,0.763650248,,,,,,,,,
AR,Jackson County,10137.9,0.3075,6.09,3.75,0.1103,0.2272,0.311,0.0732,29.1,183.6,78.7,0.159,202.0372837,0.515,0.182276786,0.829875519,0.103080957,0.073,0.366,49.4,0.1803,0.087792282,,8.1,6,0,0.333333333,3.465603882,,,,,,,,,
AR,Jefferson County,11370.9,0.1755,3.43,3.56,0.1227,0.2444,0.349,0.128,24.1,876.6,70.7,0.15,66.93509594,0.8091,0.295495276,0.66580534,0.156835805,0.072,0.374,46.5,0.2818,0.132318769,,16.7,3,0,0.25,1.868157872,,,,,,,,,
AR,Johnson County,8790.4,0.215,4.9,3.74,0.0654,0.2552,0.282,0.1275,25,184,82.5,0.255,87.11635029,0.7514,0.169078901,0.855263158,0.131333468,0.044,0.247,48,0.2551,0.07690547,,3.7,2,0,0.25,0,,,,,,,,,
AR,Lafayette County,10267.8,0.2083,5.41,4.87,0.1071,0.2014,0.306,,26.2,557.2,74.5,0.235,98.03572039,0.6505,,1,0.095397049,0.066,0.361,48.4,,0.092603378,,17.5,3,0,0.5,0,,,,,,,,,
AR,Lawrence County,10664.6,0.2029,4.86,3.84,0.0777,0.3164,0.296,0.0912,41.1,1011.9,55.4,0.17,124.2685833,0.8453,0.090038491,0.753246753,0.084912043,0.067,0.326,44,,0.074423185,,3.3,3,0,0.285714286,0,,,,,,,,,
AR,Lee County,11414.5,,4.86,3.37,0.1124,0.174,0.334,0.068,27.9,500.9,80.6,0.154,108.3881962,0.6917,0.235033814,0.626865672,0.072816759,0.08,0.471,51.2,,0.155428025,,17,5,0,0.166666667,0,,,,,,,,,
AR,Lincoln County,11246.7,0.1881,4.23,4.1,0.1056,0.2527,0.322,0.0356,27,424.8,68.7,0.205,67.80962141,0.8898,0.175528195,0.854700855,0.076471205,0.076,0.309,44.3,,0.110902696,,13,4,0,0.5,0,,,,,,,,,
AR,Little River County,9770.4,0.1929,4.81,4.46,0.1035,0.2761,0.32,0.1812,30.3,420.7,54,0.2,134.7852976,0.675,,0.827586207,0.099123099,0.037,0.275,45.1,,0.092223239,,2.2,4,0,0.333333333,0,,,,,,,,,
AR,Logan County,10904.5,0.2785,6.29,4.16,0.0837,0.3445,0.277,0.1459,29.8,187.7,69.4,0.178,102.5574271,0.8346,0.263693944,0.839464883,0.093841642,0.061,0.256,45.2,0.2621,0.080639595,,7,2,0,0.333333333,1.77202853,,,,,,,,,
AR,Lonoke County,9541.8,0.1778,3.76,3.6,0.0763,0.2892,0.321,0.1379,27.7,0,50.3,0.176,92.18328924,0.7462,0.315200661,0.801104972,0.145631648,0.042,0.161,39.5,0.1803,0.089554563,,3.5,8,0,0.444444444,0.323211429,,,,,,,,,
AR,Madison County,9322.8,0.1838,4.52,2.17,0.0707,0.3411,0.272,0.1786,53.1,91.1,53,0.273,72.83833827,0.6721,0.38242744,1,0.100568243,0.04,0.264,46.6,,0.068277503,,3.9,1,0,0.25,0,,,,,,,,,
AR,Marion County,9137.1,0.1519,4.26,3.43,0.0686,0.2642,0.288,0.1266,27.3,76.8,46.5,0.233,90.74574215,0.7755,0.179089496,0.616216216,0.104373329,0.058,0.319,44.3,0.1405,0.063754427,,2.6,1,0,0.571428571,0,,,,,,,,,
AR,Miller County,10007.5,0.2384,4.16,3.24,0.1009,0.264,0.342,0.1287,25.1,508.7,75.3,0.185,104.3201409,0.7547,0.24472277,0.734126984,0.125164793,0.037,0.293,47.5,0.2522,0.119971862,,6.9,0,0,0.4,3.978283254,,,,,,,,,
AR,Mississippi County,12346.2,0.284,5.61,4.93,0.1155,0.273,0.325,0.0911,25.4,707.1,100.8,0.14,129.7782984,0.6661,0.116020201,0.727762803,0.112963432,0.072,0.403,47,0.2757,0.134063776,,11.1,13,0,0.263157895,1.493779476,,,,,,,,,
AR,Monroe County,14000.7,0.226,3.87,2.52,0.1179,,0.315,0.1067,31.5,516.8,70.3,0.187,108.1871166,0.7548,0.194454775,0.942446043,0.084368373,0.059,0.384,50.7,,0.116930573,,4.5,4,0,0.4,2.243913385,,,,,,,,,
AR,Montgomery County,9437.1,0.2773,4.54,3.99,0.0676,0.16,0.271,0.0808,36,32.4,55.7,0.295,65.03363436,0.7755,,0.852631579,0.088335396,0.053,0.311,43.6,,0.050198151,,6.3,4,0,0.125,0,,,,,,,,,
AR,Nevada County,11020.1,0.2704,3.56,4.92,0.1128,,0.3,0.0782,56.1,591.3,83,0.175,112.2042514,0.8111,,0.875,0.107072243,0.064,0.3,46.8,,0.097097354,,4.4,3,0,0.285714286,0,,,,,,,,,
AR,Newton County,8160.7,0.1729,4.05,3.89,0.0649,0.3314,0.306,0.1166,28.6,35.7,50.7,0.255,123.9801289,0.9455,,1,0.118163055,0.053,0.352,47.1,,0.068571429,,5,1,0,0.090909091,0,,,,,,,,,
AR,Ouachita County,11231.4,0.1743,4.5,4.32,0.1237,0.1964,0.32,0.0887,31.3,516.7,72,0.16,76.56697687,0.7778,0.198882586,0.920792079,0.127272727,0.06,0.31,45.4,0.2335,0.106949109,,12.5,3,0,0.5,2.657151534,,,,,,,,,
AR,Perry County,9793.9,0.2894,6.18,4.29,0.0792,0.2724,0.281,0.1585,41.7,163.3,47.5,0.233,100.007004,0.7714,0.294976995,0.807407407,0.110803324,0.051,0.252,45.2,,0.071195788,,4.2,4,0,0.166666667,0.975990631,,,,,,,,,
AR,Phillips County,15305.4,0.2122,3.93,5.08,0.1269,0.2024,0.358,0.1004,33.4,882.9,102.1,0.124,139.7529354,0.6061,0.141746605,0.629072682,0.123605707,0.067,0.493,51.3,0.2687,0.178354443,,22.9,5,0,0.230769231,1.328432892,,,,,,,,,
AR,Pike County,9155.6,0.3009,3.07,3.07,0.0808,,0.289,0.1466,23.3,165.8,57.2,0.294,108.4371763,0.7222,,0.988700565,0.100614138,0.057,0.246,48.3,0.1035,0.067939609,,2.6,5,0,0.428571429,0,,,,,,,,,
AR,Poinsett County,13682.1,0.2556,5.1,5.33,0.0928,0.3667,0.334,0.1394,35.7,330.9,76.6,0.166,119.7558896,0.7652,0.209277422,0.801608579,0.063152213,0.059,0.379,44,0.2912,0.097945342,,5.7,11,0,0.333333333,2.809101489,,,,,,,,,
AR,Polk County,8310.9,0.2193,5.32,4.61,0.0769,0.2506,0.286,0.1165,32.7,137.5,75.7,0.243,93.57981401,0.7472,0.127585702,0.967889908,0.109440948,0.048,0.302,46.5,0.269,0.068348453,,2.1,0,2,0.571428571,0.494535384,,,,,,,,,
AR,Pope County,7905.8,0.1941,3.46,3.15,0.07,0.2575,0.296,0.1216,22.4,208.1,48.6,0.184,101.7746921,0.7528,0.238751911,0.819548872,0.189899991,0.045,0.239,43.3,0.1919,0.081686875,,2.5,1,0,0.4,0.171147889,,,,,,,,,
AR,Prairie County,11611.1,0.2492,5.74,4.39,0.0957,0.2426,0.297,0.1421,26.3,224,55.7,0.267,108.0096445,0.7862,0.340360383,0.896907217,0.090381679,0.053,0.247,47,,0.082948125,,7.7,4,0,0.333333333,2.258866049,,,,,,,,,
AR,Pulaski County,10135.7,0.1485,3.36,3.41,0.1018,0.2003,0.27,0.1434,19,569.5,61.9,0.165,69.23207665,0.7801,0.397181314,0.678747535,0.281128005,0.044,0.225,46.2,0.1847,0.111361209,,15.6,16,17,0.4,2.147374298,,,,,,,,,
AR,Randolph County,8491.7,0.2127,5.38,4.57,0.0832,0.2846,0.284,0.0724,35.4,81.3,54.4,0.186,99.62203255,0.7839,0.178634396,0.855813954,0.106004751,0.077,0.26,44.6,0.2856,0.076256022,,3.9,1,0,0.142857143,0,,,,,,,,,
AR,St. Francis County,12034.7,0.191,4.89,5.69,0.1237,0.2642,0.324,0.0806,22.2,700.9,96.3,0.152,91.29249497,0.7083,0.283364317,0.656410256,0.096076597,0.089,0.429,49.8,,0.152245345,,13.1,9,0,0.181818182,1.841891992,,,,,,,,,
AR,Saline County,8222.8,0.1644,4.13,4.23,0.0822,0.2465,0.27,0.0945,23,126.6,40.6,0.169,98.08093539,0.784,0.431611814,0.726281352,0.163631802,0.041,0.148,37.4,0.1899,0.081282648,,5.1,11,0,0.333333333,0,,,,,,,,,
AR,Scott County,9294.7,0.1878,4.08,3.43,0.0759,0.2883,0.299,0.1042,36.4,219,82.2,0.234,121.5718913,0.6283,,0.843971631,0.084161882,0.044,0.332,44.3,,0.074716632,,3.9,2,0,0.4,0,,,,,,,,,
AR,Searcy County,11362.3,0.26,5.78,5.36,0.0781,0.1983,0.291,0.1624,46,86.7,48.2,0.244,108.6580046,0.7978,0.224580876,1,0.08390884,0.05,0.391,47.8,,0.063582174,,7.1,1,0,0.285714286,1.240079365,,,,,,,,,
AR,Sebastian County,9030.1,0.1743,4.14,3.86,0.0759,0.2046,0.278,0.1199,14.2,298.4,69.4,0.201,72.55059312,0.755,0.321110207,0.897916667,0.165989732,0.046,0.247,46,0.1715,0.09415011,,6.4,4,0,0.4,1.412535002,,,,,,,,,
AR,Sevier County,12377,0.2,3.52,2.72,0.0892,0.2664,0.305,0.1337,47.6,349.8,88.4,0.312,143.3786578,0.6774,0.18206819,0.730964467,0.092287342,0.037,0.275,44.4,0.2443,0.086194814,,13.5,6,0,0.4,0,,,,,,,,,
AR,Sharp County,10446.6,0.3132,5.46,7.79,0.082,0.3383,0.262,0.0867,43.4,122.5,64,0.211,91.89302996,0.751,0.197892362,0.947916667,0.10257036,0.07,0.347,45,0.2423,0.063098045,,1.6,2,0,0.333333333,0,,,,,,,,,
AR,Stone County,8577.2,0.2326,4.98,4.12,0.0852,0.2567,0.285,0.0762,38.1,50.1,51.4,0.289,158.0024773,0.7237,0.165100306,0.957264957,0.097548959,0.06,0.367,49.4,0.1662,0.054739933,,7.4,1,0,0.125,0,,,,,,,,,
AR,Union County,12354.4,0.1851,4.16,3.19,0.102,0.2592,0.287,0.1214,35.9,434.7,68.2,0.16,67.31082041,0.7665,0.304146644,0.953020134,0.148969519,0.06,0.292,47.3,0.2309,0.107287787,,10.9,5,0,0.363636364,2.294630565,,,,,,,,,
AR,Van Buren County,10954.7,0.2604,4.55,4.58,0.083,0.3041,0.278,0.0798,53.6,71.8,72.1,0.257,98.58016455,0.814,0.327333178,1,0.114893984,0.062,0.293,48.3,0.3085,0.061245421,,3.5,1,0,0.428571429,0,,,,,,,,,
AR,Washington County,7359.5,0.1487,3.61,3.11,0.0688,0.2174,0.252,0.1591,19.2,417.1,54.9,0.26,76.10191729,0.7605,0.395381226,0.847279378,0.245429115,0.039,0.191,44.1,0.1645,0.080065169,,3.1,2,0,0.434782609,1.68038985,,,,,,,,,
AR,White County,8903.2,0.1751,3.92,3,0.0906,0.2014,0.28,0.1106,29.7,0,51.6,0.2,125.3430681,0.7297,0.329336104,0.823391813,0.1551716,0.055,0.233,44.6,0.1621,0.076666137,,3.7,6,0,0.368421053,0.275402432,,,,,,,,,
AR,Woodruff County,15890.6,0.2378,5.74,3.05,0.1073,0.2606,0.309,0.0161,25.8,189.8,77.9,0.218,139.5784903,0.6809,0.156874856,1,0.080475857,0.076,0.398,50.2,,0.111583121,,10.3,5,0,0.285714286,1.271455817,,,,,,,,,
AR,Yell County,10364.8,0.2125,4.81,3.79,0.0862,0.2669,0.319,0.1163,34.9,0,86.8,0.294,168.961605,0.6118,0.191480532,0.809716599,0.109085585,0.042,0.289,48.1,0.2312,0.085458218,,5.4,2,0,0.272727273,0,,,,,,,,,
CA,California,6195.5,0.1762,3.64,3.6,0.0655,0.1518,0.233,0.1535,12,389.3,41.2,0.205,61.86694536,0.7557,0.282690873,0.692,0.290769179,0.072,0.173,46.8,0.2573,0.100494297,527.128143,,12.6,37.3,0.463773585,0.931029717,,,,,,,,,
CA,Alameda County,5910.4,0.1351,3.1,3.46,0.0702,0.1343,0.193,0.1507,8.2,475.4,30.7,0.157,61.63452268,0.7518,0.245403407,0.715189873,0.391428962,0.062,0.14,45.5,0.2612,0.089252412,795.3740032,,5,2,0.657142857,1.226177371,,,,,,,,,
CA,Alpine County,,,,,,,0.239,,48.6,0,,0.196,,,,0.3,0.310556767,0.103,0.236,48.7,,0.092951771,1018.329939,,0,0,0,0,,,,,,,,,
CA,Amador County,7165.9,0.1753,3.78,3.5,0.0458,,0.261,,26.4,197.7,28.7,0.152,52.60848794,0.8469,0.290606998,0.686354379,0.189519528,0.077,0.135,40.9,,0.071963194,370.4317055,,2,13,0.384615385,0.784806153,,,,,,,,,
CA,Butte County,8502.6,0.1385,4.03,3.62,0.057,0.188,0.251,0.1389,18.5,360.8,30.4,0.163,67.08080887,0.7949,0.286901123,0.79015919,0.243626998,0.084,0.212,45,0.208,0.091292683,386.1424583,,8,15,0.375,1.011094464,,,,,,,,,
CA,Calaveras County,6806.4,0.1378,4.46,2.27,0.0599,,0.227,,34.3,71.2,24.8,0.189,61.67351127,0.8152,0.171612765,0.88700565,0.198478562,0.087,0.144,39.6,,0.099059425,199.0400092,,2,25,0.285714286,0.644163875,,,,,,,,,
CA,Colusa County,5545,,,,0.041,,0.242,,21.6,108.1,53.1,0.258,88.25287436,0.8286,,0.756521739,0.118204804,0.14,0.189,44,,0.099850746,312.3662137,,1,0,0.428571429,0.948316738,,,,,,,,,
