state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,drug_overdose_deaths_-_modeled_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,median_household_income_raw_value,children_eligible_for_free_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,homicides_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,self-inflicted_injury_hospitalizations_raw_value,smoking_during_pregnancy_raw_value,drug_arrests_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,local_health_department_staffing_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
AL,Geneva County,8850.6,0.22,4.9,4.8,0.089031666,0.219,0.347,7.5,0.305,0.274281448,0.13,0.285714286,460.4359289,55.45064378,0.192768862,0.000261907,7.48727E-05,0.000149745,83.76,0.870778267,0.6,0.857669323,0.476631117,0.06742094,0.364,4.831237848,0.426455739,10.47629738,320.1071987,85.14960936,12.52,0,0.127901684,0.834194458,0.44,463.7,46.33139584,,0.151,0.149,0.131,136.4917224,0.16,0.00930312,,5,25.15386674,0.358,0.244966231,0.053693459,9679.91,0.000224618,34425,0.578502115,10.96236367,12.60560366,9.7,26712,0.221922731,0.192011081,0.095612459,0.00965858,0.003968254,0.000561545,0.035751722,0.840521114,0.011793106,0.508273435,0.896416573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Greene County,12010.5,0.36,6.2,5.6,0.164634146,0.265,0.459,3.2,0.331,0.151575456,0.086,0.322580645,1295.628662,51.84534271,0.170124481,0.000343092,0.000116918,0.000116918,104.79,0.855769231,0.61,0.725,0.41954023,0.126333333,0.457,4.830378766,0.497098646,10.29277219,1113.408621,78.18084346,12.87,0,0.162826421,0.766036184,0.516,540.8,,,0.209,0.192,0.227,297.8204955,0.266,0.209543777,,4,31.49011211,0.47,0.215839695,0.051233397,8886.38,0.000233836,26504,,9.104250477,8.671792104,,8553,0.232900737,0.179235356,0.80194084,0.002455279,0.001870689,0,0.009587279,0.17900152,0.001087219,0.525429674,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Hale County,10037.1,0.292,5.6,5.1,0.142557652,0.218,0.359,6.1,0.353,0.583058376,0.101,0.47826087,1260.722641,42.57821689,0.160899517,0.00012982,0.000131718,6.58588E-05,82.09,0.772036474,0.65,0.78,0.488296296,0.098013676,0.368,5.6,0.590525456,5.192782033,169.6379989,69.23076923,12.92,0,0.202011735,0.860660543,0.415,514.7,,,0.18,0.168,0.174,317.7555607,0.229,0.002262691,,3,36.14087714,0.43,0.206570707,0.045587066,10597.42,0.000197576,33315,0.705635282,37.74860355,36.98530422,12.1,15184,0.233337724,0.173011064,0.577647524,0.001778188,0.002568493,6.58588E-05,0.012513172,0.399828767,0.004772114,0.528055848,0.891687817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Henry County,9773.4,0.206,4.4,4.4,0.083333333,0.175,0.352,7.5,0.288,0.315165877,0.126,0.25,607.3928386,45.39490947,0.169463087,0.000289084,0.000290867,0.00017452,45.86,0.885775862,0.57,0.775,0.590624217,0.074422709,0.274,5.474993572,0.301101262,16.18871415,318.1966302,71.64317079,12.46,0,0.124547429,0.86758062,0.352,455.5,103.7411658,,0.134,0.135,0.14,205.2264332,0.159,0.00998805,,6,19.87133312,0.368,0.211063745,0.056035611,9551.56,0.00017452,39930,,30.64293877,32.19138476,12.8,17190,0.212332752,0.20762071,0.268935428,0.003490401,0.00709715,0.00017452,0.025596277,0.684467714,0.011145814,0.518499127,0.877528609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Houston County,8733.4,0.211,4.7,4.5,0.093442973,0.194,0.336,6.6,0.305,0.534767152,0.135,0.22972973,697.2785826,51.69082126,0.1586993,0.000897095,0.000604647,0.001113319,54.71,0.857069672,0.64,0.884170572,0.556783465,0.068095642,0.311,5.031524883,0.432191669,12.92587877,442.1942038,64.51789492,12.37,0,0.135166538,0.884122905,0.268,422.8,72.15657978,9.032664636,0.146,0.142,0.129,317.4826322,0.174,0.073320377,13.81468405,6,16.2338579,0.38,0.204939586,0.04364119,9708.74,0.000930965,40124,0.566936667,48.99571781,45.61687501,4.3,104193,0.237405584,0.161143263,0.264019656,0.005115507,0.009031317,0.000777404,0.033380361,0.673250602,0.007548344,0.521186644,0.338040513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Jackson County,11744.7,0.207,4.9,4.7,0.087663915,0.202,0.306,7.6,0.32,0.365660285,0.134,0.215384615,243.3090024,53.95275865,0.179357649,0.000604332,0.000341783,0.000398747,103.18,0.850493653,0.53,0.878367521,0.436962864,0.072084442,0.288,4.759969276,0.280330408,9.064984608,273.5455962,93.62697359,13.16,1,0.096956829,0.893036402,0.373,544.1,95.51503831,9.341317365,0.15,0.146,0.125,69.09617742,0.142,0.040849241,14.49869197,6,30.04235436,0.35,0.227069281,0.049101198,10486.09,0.000436723,36923,0.499224991,53.78597525,24.58751432,3.8,52665,0.217392956,0.185626127,0.034671983,0.015949872,0.005278648,0.001177252,0.028652806,0.893762461,0.006687962,0.506807177,0.770173033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Jefferson County,10309.1,0.191,4.5,4.5,0.112192576,0.168,0.337,5.9,0.283,0.776535159,0.145,0.163179916,801.5042219,44.5941421,0.146533817,0.001015954,0.0008172,0.001283307,47.29,0.856237492,0.66,0.798803359,0.66404745,0.063085049,0.294,5.468051389,0.43156006,15.11799466,717.396179,76.38091042,12.71,0,0.180035101,0.851274396,0.321,481.3,93.51595687,10.81179029,0.14,0.141,0.125,623.0518204,0.184,0.11421992,17.32077417,8,16.77881849,0.405,0.184520639,0.046806699,9303.91,0.000847467,44852,,66.73039158,62.79911032,16.1,660793,0.23132055,0.142820823,0.425400996,0.003352033,0.015938426,0.000606847,0.037573037,0.508319549,0.015207426,0.527774961,0.098337652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lamar County,9784.8,0.223,5,4.8,0.099165894,0.214,0.325,7.4,0.331,0.216836034,0.121,0.454545455,329.6163826,49.43968359,0.15850857,,0.000212977,0.000141985,84.81,0.836111111,0.56,0.825,0.501672241,0.071389941,0.283,4.287715517,0.338302009,9.834223096,49.73533696,90.20386073,12.4,0,0.125307125,0.817849973,0.32,514.9,,,0.153,0.148,0.134,83.00132802,0.17,0.003583712,,7,26.53327961,0.358,0.200754809,0.048630348,10056.84,0.000425955,34553,0.499579832,23.5856041,20.22571516,,14086,0.217236973,0.20481329,0.111245208,0.001774812,0.000709925,0.000141985,0.014482465,0.858086043,0.005776066,0.512423683,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lauderdale County,8870.2,0.192,4.5,4.6,0.100252863,0.189,0.316,7.2,0.296,0.626573472,0.136,0.281690141,382.5290139,32.02547883,0.149959009,0.000495706,0.000483372,0.001149351,61.34,0.869797225,0.67,0.903186603,0.592429701,0.071805751,0.263,5.140210991,0.331385729,15.08669461,179.5583081,67.11916349,13.06,0,0.150522193,0.870967742,0.298,436.6,59.92070069,7.919049714,0.138,0.14,0.116,70.84482453,0.153,0.055793306,5.746404008,5,16.85573961,0.372,0.18788599,0.04132066,9207.43,0.000623013,41324,0.446873334,49.68122091,46.16561488,6,93096,0.204734897,0.182370886,0.102689697,0.004941136,0.008679213,0.00053708,0.024200825,0.847404829,0.007974391,0.520634614,0.492951062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lawrence County,11488.4,0.198,4.7,4.6,0.095112782,0.203,0.363,7.6,0.349,0.488773698,0.138,0.274509804,295.5257403,50.32630522,0.18163637,0.000238187,5.97425E-05,0.00071691,72.93,0.872727273,0.56,0.89,0.513612502,0.082427795,0.232,4.529153781,0.331526051,14.29124364,194.2107626,110.4608804,12.54,0,0.102678571,0.895641932,0.461,511.7,71.50750829,7.678244973,0.143,0.143,0.124,84.51299387,0.153,0.016444583,9.910606331,7,26.39462053,0.356,0.225982427,0.058602846,10413.72,0.000328584,41574,0.492534381,64.47278193,30.59107296,4.4,33477,0.217343251,0.16805568,0.113002957,0.058278818,0.002449443,0.000209099,0.021686531,0.763688503,0.001190476,0.512949189,0.912897871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lee County,7146.4,0.217,4.5,4.5,0.077790207,0.203,0.295,6.1,0.232,0.627243364,0.162,0.280898876,519.4999219,23.08362369,0.160704784,0.000457157,0.000278759,0.000687174,46.78,0.845759818,0.61,0.869193971,0.68052106,0.05593292,0.264,6.242146772,0.331280137,8.67934779,218.2435626,45.94216839,12.89,1,0.194489612,0.83716391,0.267,385.4,54.79280492,7.013237486,0.142,0.144,0.096,178.2330839,0.175,0.113516803,7.072682868,4,12.86820025,0.382,0.198171193,0.050732446,8554.17,0.000376001,41256,0.405583869,29.8322092,27.56594262,5.9,154255,0.215629963,0.102609316,0.233885449,0.004246216,0.03306862,0.001024278,0.039473599,0.677144987,0.016910003,0.507147256,0.27409499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Limestone County,7702.4,0.19,4.4,4.4,0.094933106,0.186,0.335,7.7,0.316,0.528073736,0.146,0.260869565,248.7051361,37.23463377,0.160802933,0.000326411,0.00027537,0.000330444,72.08,0.882308846,0.66,0.898401689,0.550875296,0.061026246,0.189,4.772889809,0.277324474,9.229557094,123.5725582,61.97532255,13.02,1,0.120731121,0.880612581,0.385,386,53.88194955,6.567675614,0.13,0.129,0.108,154.2508505,0.135,0.039498615,4.489572967,4,19.45344429,0.362,0.204211117,0.050752229,9740.5,0.000330444,51175,0.384946399,39.6688225,30.69432641,3.8,90787,0.234097393,0.138026369,0.131979248,0.008261095,0.014198068,0.001729323,0.057948825,0.772247128,0.015002384,0.496910351,0.576091421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lowndes County,13399,0.315,5.7,5.2,0.132911392,0.231,0.464,2.8,0.308,0.015488096,0.098,0.529411765,1188.173529,55.39263604,0.153343105,9.34317E-05,0.000094518,,52.65,0.858974359,0.68,0.775,0.461954262,0.129032258,0.427,5.577666049,0.620474893,7.474539849,554.4723373,95.5092626,12.87,0,0.248235294,0.790670554,0.57,617.9,94.84066768,,0.182,0.169,0.192,564.7840532,0.256,0.262192501,,3,47.93259164,0.437,0.191293494,0.05661821,8581.9,0.000094518,30675,,14.70195467,14.48182166,23.3,10580,0.231096408,0.174196597,0.723818526,0.002835539,0.002362949,0.000283554,0.012287335,0.253497165,0.000293399,0.523251418,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Macon County,11670.7,0.311,5.6,5.2,0.12835249,0.235,0.424,3.6,0.311,0.478556778,0.101,0.45945946,1222.303385,30.40079414,0.15912605,0.000304754,0.0002574,0.003243243,42.55,0.836734694,0.62,0.84,0.553571429,0.091340884,0.444,5.578916618,0.596344648,9.650548558,625.4473037,83.61605813,12.83,1,0.198270537,0.759099488,0.358,530.5,67.85934608,,0.181,0.169,0.182,588.6681383,0.254,0.192128452,,4,29.13555486,0.464,0.19880963,0.037706612,7607.02,0.000875161,28518,0.978398984,59.18665667,59.27056457,29.8,19425,0.183268983,0.168494209,0.807722008,0.002059202,0.002676963,0.00015444,0.014774775,0.161544402,0.005644499,0.542342342,0.555472683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Madison County,7457.5,0.184,4.2,4.3,0.100371236,0.202,0.312,7,0.246,0.822132487,0.135,0.251308901,533.9862423,30.88386745,0.136761387,0.000879236,0.000553813,0.00096489,50.42,0.867862296,0.68,0.865225249,0.715242099,0.061612911,0.203,5.082049966,0.319355373,11.15621,542.894619,58.0274215,13.05,0,0.126956919,0.864431796,0.231,360.2,58.0710929,8.12140817,0.125,0.128,0.106,219.4854286,0.148,0.081045192,7.113530993,4,13.7037045,0.382,0.172289044,0.041473976,9808.84,0.00067942,58833,0.342307169,49.67484401,43.12030854,6.1,350299,0.224414001,0.137060054,0.241094037,0.008401394,0.026040611,0.00120754,0.047022686,0.655188853,0.013119746,0.511771373,0.164415148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Marengo County,11013.9,0.288,5.5,5.1,0.125,0.22,0.413,4.9,0.347,0.546250059,0.107,0.289473684,647.0271065,46.94063927,0.15429795,0.000347308,0.000248633,0.000248633,81.84,0.803001876,0.54,0.853626543,0.475467547,0.080426484,0.327,6.610051062,0.488172493,19.84619201,402.9927429,69.60220407,12.98,0,0.153263403,0.852577759,0.28,511.5,81.75779254,,0.176,0.162,0.176,129.0852549,0.213,0.151390674,,3,25.98272832,0.441,0.197332654,0.045969903,9796.57,0.000646445,32977,0.625521472,26.49649411,25.38414359,,20110,0.229985082,0.185977126,0.50611636,0.002685231,0.002884137,0.00198906,0.024017902,0.456240676,0.00197075,0.532222775,0.693156418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Marion County,12061.3,0.229,5,4.9,0.092239468,0.203,0.349,7.5,0.357,0.491584351,0.129,0.035714286,220.9252481,54.48462641,0.160996686,0.00062636,0.00019821,6.60698E-05,105.86,0.9,0.55,0.755492754,0.503596108,0.080509868,0.264,4.482089162,0.286588235,11.53820795,225.9801484,102.7850157,12.22,1,0.115520629,0.840872663,0.276,539.7,110.7758127,11.18760757,0.153,0.148,0.13,104.0462428,0.161,0.006361069,,4,25.17329952,0.371,0.203592814,0.044414333,10095.5,0.000495524,37707,0.50500653,38.2029452,33.45093269,,30271,0.211654719,0.201347825,0.041326682,0.003468666,0.002841003,0.000660698,0.024511909,0.917280566,0.003598616,0.504013743,0.888549519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Marshall County,10702.7,0.22,4.9,4.8,0.07909015,0.204,0.35,7.5,0.316,0.647050603,0.138,0.277777778,253.2286655,62.5149243,0.219185539,0.000612073,0.000306437,0.00208166,82.84,0.826273458,0.58,0.878669886,0.474284741,0.066989997,0.333,4.777468868,0.325386238,10.02532714,227.8606418,72.50487275,12.73,0,0.13228667,0.807238737,0.299,517.4,82.90992581,8.483991516,0.15,0.147,0.115,109.7978428,0.135,0.065607307,17.94687724,7,25.70769276,0.352,0.288366027,0.054149086,11209.83,0.000295871,36536,0.518215261,60.91036369,29.7712127,3.3,94636,0.245297773,0.162823873,0.021091339,0.010767573,0.00723826,0.0025783,0.129485608,0.822604506,0.049300596,0.508675346,0.53268687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Mobile County,10301.8,0.236,4.9,5,0.118403363,0.205,0.361,5.9,0.296,0.694737428,0.146,0.373493976,792.3930269,53.30201552,0.165736355,0.00065688,0.00049383,0.000722677,63.8,0.855331141,0.62,0.7690817,0.581973213,0.077042138,0.298,5.262531403,0.436489285,11.471241,597.0834122,78.28317304,12.95,0,0.177999617,0.852068359,0.331,490.3,78.7214267,8.363662658,0.15,0.149,0.136,530.7037466,0.189,0.105885388,14.399045,8,20.27433537,0.397,0.214508748,0.043511399,9880.95,0.000660045,42943,0.660537279,57.11457061,51.98905829,15,415123,0.240437172,0.145320784,0.350944178,0.009616427,0.020022981,0.000635956,0.027750811,0.578464696,0.009238952,0.521662254,0.200202425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Monroe County,11053.1,0.26,5.3,5.1,0.157837838,0.219,0.372,4.4,0.321,0.534463326,0.11,0.357142857,544.1996284,57.04929335,0.183184004,0.000269833,0.000227822,0.000455643,66.24,0.781609195,0.65,0.79,0.416330645,0.113014608,0.333,7.216862545,0.534134353,13.49163519,540.431726,73.75926381,12.96,0,0.150488225,0.890189521,0.363,500.8,89.57764142,,0.168,0.164,0.164,159.1258686,0.229,0.169465622,,5,31.73338975,0.413,0.2381317,0.048920863,9005.73,0.00031895,34733,,38.01964508,35.14376395,11.5,21947,0.234018317,0.178520982,0.408301818,0.013259215,0.004374174,0.000455643,0.011801157,0.547090719,0.000331345,0.525584362,0.790445639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Montgomery County,9165.5,0.237,4.9,4.7,0.117474495,0.197,0.336,5.4,0.28,0.758291442,0.134,0.411347518,1320.448927,50.04827253,0.153323547,0.000904442,0.000663162,0.000963796,46.87,0.815165877,0.65,0.64,0.612534458,0.06911616,0.322,5.543553802,0.522980287,15.30934135,367.497409,58.91029054,12.84,0,0.188901409,0.849586508,0.176,431.1,84.44256794,10.23360249,0.153,0.147,0.135,781.9121885,0.209,0.112817478,6.735022262,4,12.99058994,0.402,0.199334317,0.040757659,9048.63,0.000809058,43054,0.706358195,52.36997855,50.28754456,15.6,226189,0.239896724,0.133481292,0.562153774,0.003368864,0.026270066,0.001078744,0.034272224,0.363125528,0.017408233,0.526139644,0.104912301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Morgan County,9466.2,0.19,4.5,4.5,0.087515475,0.185,0.322,7.6,0.305,0.712377605,0.136,0.220779221,420.2832344,47.79261353,0.173102651,0.000509237,0.000493282,0.001187222,63.33,0.846480068,0.62,0.805460208,0.523221942,0.066201903,0.234,4.584173975,0.325828665,12.1883009,232.784244,74.34273504,12.6,0,0.125488493,0.876877756,0.364,445.2,67.85516008,8.623957544,0.134,0.135,0.114,112.9694982,0.142,0.035120856,13.8970341,8,19.21529538,0.362,0.218157614,0.05708915,10097.62,0.000426396,45082,0.459935731,56.16468153,47.73904852,3.7,119607,0.231090154,0.159371943,0.121648399,0.010802043,0.007424315,0.001279189,0.079393347,0.765548839,0.02331936,0.507696038,0.385973722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Perry County,13918.7,0.337,6,5.4,0.137071651,0.246,0.378,4.8,0.326,0.78358984,0.097,0.52631579,1129.555054,46.55380895,0.154368552,0.000299401,0.000203542,0.000203542,65.23,0.801587302,0.59,0.875,0.324456522,0.124493341,0.659,5.895806726,0.673803526,10.97804391,,79.0666281,12.95,0,0.227920228,0.804721889,0.486,640.7,,,0.2,0.186,0.198,318.0212014,0.263,0.055966481,,4,31.3560824,0.449,0.201448199,0.044444444,8816.38,0.000305312,27403,0.8786659,20.01876805,19.97216074,,9826,0.224404641,0.179421942,0.671280277,0.002035416,0.004070833,0.000508854,0.013331976,0.302666395,0.005556721,0.533991451,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Pickens County,10663.9,0.26,5.1,5,0.121287129,0.216,0.374,6.3,0.336,0.012711435,0.114,0.576923077,654.4704973,41.87568157,0.168214654,0.000360806,9.82077E-05,9.82077E-05,69.79,0.879166667,0.66,0.875,0.477319353,0.082245255,0.345,5.896293657,0.474844935,12.37049637,225.5323613,94.15135854,12.65,0,0.152743142,0.843452474,0.502,515.5,101.7408998,15.23461304,0.164,0.159,0.155,214.7502761,0.211,0.021217779,,7,30.51106026,0.398,0.212313663,0.050647286,9736.14,0.000147312,31933,,41.91610255,41.06797669,,20365,0.204861282,0.178099681,0.398625092,0.002209674,0.002504297,0.003584581,0.04139455,0.546673214,0.004050332,0.506457157,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Pike County,10717.3,0.255,5.1,5.1,0.097595981,0.223,0.341,5.9,0.285,0.602693091,0.134,0.212121212,1003.556145,28.86115445,0.173831293,0.000509913,0.00026955,0.00014975,64.2,0.889279438,0.7,0.771178344,0.577051814,0.072915965,0.34,6.175352697,0.482071713,9.598368277,440.3906952,76.41226235,12.7,0,0.181363111,0.856152513,0.209,508.3,120.7364926,10.58201058,0.16,0.158,0.119,341.6575675,0.212,0.057746215,,5,24.03793623,0.433,0.212022706,0.056655586,9676.42,0.00056905,31844,,31.50164611,28.69302887,7.9,33389,0.193956093,0.140585223,0.365240049,0.006888496,0.022282788,0.001227949,0.022073138,0.570607086,0.010516588,0.519272814,0.516793824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Randolph County,11034.1,0.224,5,4.7,0.097532989,0.201,0.332,7,0.306,0.269235805,0.134,0.235294118,471.8853363,46.82040531,0.187046803,0.000352004,0.000133103,0.000221838,74,0.84040404,0.51,0.832263514,0.46609664,0.068623173,0.298,4.941824953,0.371490281,9.680116161,307.5231757,98.2749241,12.97,1,0.172727273,0.794382427,0.456,481.5,66.46726487,,0.152,0.147,0.136,78.47240387,0.181,0.020469155,,7,32.58676226,0.351,0.240902914,0.045471842,9876.29,0.000665513,36939,0.584257792,32.0247357,28.82854288,8.4,22539,0.220151737,0.19592706,0.201073695,0.004747327,0.003194463,0.000665513,0.029238209,0.750033276,0.001818097,0.514352899,0.813424693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Russell County,9845.9,0.251,5.1,4.9,0.102159624,0.212,0.348,5.9,0.311,0.717963246,0.131,0.285714286,797.3019716,51.9950701,0.170961224,0.000268524,0.000150986,0.000285197,42.53,0.809368192,0.58,0.661090909,0.609219191,0.066290493,0.303,5.035177177,0.461255135,9.733993455,457.7449312,79.03683333,12.76,0,0.160727099,0.841153662,0.342,497,87.90745104,10.564733,0.158,0.153,0.129,365.2812878,0.204,0.077991661,9.603814409,7,25.0267391,0.415,0.223552841,0.041581763,9629.22,8.38814E-05,35585,0.641209911,42.42751579,40.8000673,12,59608,0.252751309,0.125301973,0.420279157,0.005552946,0.007750638,0.002281573,0.050446249,0.495168434,0.006952888,0.512900953,0.354089939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,St. Clair County,10063.9,0.204,4.3,4.3,0.084768038,0.198,0.331,8.1,0.286,0.681372842,0.144,0.375,258.1038751,45.35999076,0.143710319,0.000243315,0.000288361,0.000126879,83.33,0.869287992,0.58,0.825667718,0.523961799,0.058025013,0.185,4.179517741,0.317560729,9.037400936,183.4935104,89.22126637,12.78,0,0.122376493,0.871514674,0.507,470.5,72.69445767,7.305936073,0.131,0.131,0.107,96.08862763,0.132,0.011628966,25.55742288,9,25.38088476,0.363,0.181480269,0.046682099,10283.93,0.000242223,50571,0.437827427,28.87012543,27.47934527,5.4,86697,0.230042562,0.153361708,0.094282386,0.003783291,0.007912615,0.000692066,0.023034246,0.859141608,0.006496026,0.500501748,0.727967653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Shelby County,6399.7,0.138,3.6,3.8,0.078702382,0.155,0.313,8.4,0.236,0.734874542,0.17,0.222222222,198.0680896,21.77774702,0.121316174,0.000852189,0.000479059,0.00052261,51.01,0.873101952,0.68,0.91,0.7403312,0.045232954,0.117,4.153435292,0.21357586,11.16661769,176.9417657,60.15037594,12.83,1,0.106825127,0.857915428,0.478,318.1,54.38171976,6.463215871,0.108,0.116,0.091,81.63512124,0.107,0.038181156,17.65352024,7,12.84050261,0.337,0.151623595,0.047981648,10020.62,0.000270983,69432,0.268104358,26.06740836,20.97339197,3.2,206655,0.244107329,0.129917011,0.119474487,0.003726017,0.021562508,0.000440347,0.059504972,0.785008831,0.020047013,0.5124628,0.229448702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Sumter County,12106.2,0.332,5.8,5.5,0.115384615,0.241,0.396,4,0.312,0.196396135,0.103,0.416666667,1355.477769,32.94746216,0.17215839,0.000449068,0.000151906,7.59532E-05,76.86,0.804416404,0.54,0.875,0.488416255,0.088517196,0.511,6.185517529,0.613538682,11.22670459,437.3934317,70.8225747,12.85,1,0.217522659,0.835652174,0.366,528.5,113.3589118,,0.192,0.183,0.193,286.5578326,0.277,0.105790237,,3,29.2939121,0.429,0.213772229,0.04811119,9856.77,0.00022786,25413,,21.68152931,21.36927122,12.2,13166,0.197478353,0.163071548,0.731505393,0.001291205,0.003873614,0.000303813,0.01063345,0.247835333,0.005957981,0.549673401,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
