state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,drug_overdose_deaths_-_modeled_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,disconnected_youth_raw_value,median_household_income_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,homicides_raw_value,firearm_fatalities_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,smoking_during_pregnancy_raw_value,drug_arrests_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
AL,Fayette County,10281.84983,0.196116918,4.57422857,4.622769215,0.099920698,0.200330002,0.356,7.7,0.366,0.455774027,0.149091341,0.333333333,456.3,44.08759124,0.119146369,0.00101438,0.000302188,0.000120875,86.36,0.797674419,0.557603687,0.925,0.524210526,0.069692802,0.29,5.118691717,0.298524088,11.33719196,178.6132584,95.15766436,10,0,0.114860014,0.847119036,0.362,535.1,,,0.138784657,0.138382048,0.144,98.5,0.161,0.013544587,,9,27.00558678,0.38915262,0.151636813,0.03149186,11417.23,0.00024175,,38403,0.578859759,48.58596757,48.92314039,,21.41047448,16546,0.211712801,0.20627342,0.117732382,0.00447238,0.002719691,0,0.015834643,0.848543455,0,0.505681131,0.802331651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Franklin County,11639.52447,0.224093625,4.742667937,4.854164447,0.089868731,0.208874823,0.332,7.9,0.377,0.47331567,0.149535981,0.083333333,351.3,48.86787045,0.164460459,0.000473246,0.00025294,9.48527E-05,108.96,0.847593583,0.566513762,0.928016086,0.421313349,0.060992494,0.294,4.555305446,0.407198953,10.09591116,345.323439,92.27774337,9.9,0,0.144957125,0.815938346,0.341,560,74.50116611,6.955945677,0.148828777,0.147192699,0.136,46.1,0.135,0.041206194,17.90887543,9,22.09137715,0.384206678,0.212835137,0.04683402,11748.53,0.000411028,0.2178,37049,0.376447562,51.32603868,46.67274654,4.508444316,17.06506213,31628,0.243581637,0.163114961,0.037941065,0.015081573,0.004015429,0.002434552,0.167889212,0.772321993,0.056019273,0.500663969,0.703665153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Geneva County,9969.70114,0.237615944,4.921944506,4.909681346,0.081273764,0.22304881,0.366,7.9,0.293,0.276745054,0.146565498,0.421052632,348.2,50.32585083,0.156866411,0.000261418,7.51484E-05,0.000150297,82.32,0.871830986,0.595794393,0.943148148,0.446632286,0.058872077,0.314,4.817349552,0.42912918,8.589461105,342.5167535,71.02219631,9.3,0,0.118348624,0.832970297,0.449,498.5,67.60753824,,0.148044388,0.148545345,0.158,163.7,0.155,0.009307848,,5,21.35246514,0.369211458,0.201926782,0.038084341,10500.24,0.000187871,0.195,36976,0.619547658,17.69706623,18.02717627,5.871927914,14.95204133,26614,0.220861201,0.198316675,0.093597355,0.010107462,0.003156234,0.000789058,0.038588713,0.838994514,0.009534737,0.508980236,0.896416573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Greene County,14001.42852,0.340987484,5.644848957,5.255158616,0.147896879,0.2442496,0.423,3,0.315,0.058927584,0.099536822,0.243243243,853.5,42.76146316,0.121256392,0.000589692,0.000118737,0.000118737,74.62,0.871559633,0.589285714,0.875,0.418181818,0.101278949,0.493,5.301531589,0.685929648,11.79384361,886.3590161,85.89868598,9.6,0,0.150914634,0.836909871,0.507,573.4,,,0.186835386,0.171197717,0.211,396.6,0.318,0.213424757,,5,37.6802097,0.452354527,0.156906301,0.029014507,10073.02,0.000237473,0.2922,26559,0.852514919,22.83962437,22.89328698,,,8422,0.22666825,0.194609356,0.803490857,0.002849679,0.00249347,0,0.011873664,0.173355498,0,0.524934695,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Hale County,10560.72174,0.274758153,5.189538519,4.982512752,0.143165468,0.220626342,0.414,6,0.335,0.298984772,0.129096037,0.263157895,955,38.90749807,0.120671393,0.000199097,0.000133761,6.68807E-05,72.26,0.821212121,0.671428571,0.86,0.468606432,0.07785124,0.348,6.048642631,0.558309859,5.97292275,193.9299913,67.10702913,9.9,0,0.195615514,0.897628218,0.449,507.8,70.29876977,,0.165070293,0.154414329,0.171,421.1,0.236,0.04647507,,4,25.19150207,0.417954361,0.155704241,0.032284542,10359.42,0.000334403,0.2751,35381,0.669147748,34.30774605,33.39546531,,18.42153741,14952,0.237961477,0.185192616,0.573970038,0.002207063,0.00294275,0.000133761,0.01364366,0.401150348,0.004927149,0.527822365,0.891687817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Henry County,7766.294558,0.212801872,4.642782789,4.544628076,0.099348534,0.196666286,0.378,7.6,0.31,0.494393712,0.136764088,0.111111111,453.8,37.07833844,0.135215453,0.000290343,0.000291307,0.000174784,38.02,0.861344538,0.625441696,0.925,0.583569405,0.065956818,0.289,5.106936416,0.292926491,16.2592184,278.3331373,64.99686622,9.7,0,0.112318841,0.860448405,0.358,426.3,,,0.141061282,0.136362517,0.189,163.5,0.162,0.02142168,,5,18.20107221,0.381146187,0.16931324,0.042671614,10535.13,0.000291307,,41426,0.604724409,27.17783278,26.55927816,,19.73119153,17164,0.208109998,0.219179678,0.265555815,0.003903519,0.005243533,0.000233046,0.025868096,0.688126311,0.007065184,0.516196691,0.877528609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Houston County,8719.678068,0.238145763,4.760683454,4.420156546,0.101555653,0.215092013,0.333,7,0.293,0.649974889,0.156056708,0.235294118,621,41.85337874,0.116770677,0.000921544,0.000634274,0.001239717,48.47,0.866929522,0.650906225,0.928956602,0.583702591,0.058790644,0.287,5.105640845,0.439225954,12.76722375,389.8296907,69.10597276,9.5,0,0.135056379,0.889580595,0.277,414.8,77.09083532,8.125617657,0.145843105,0.136214901,0.136,333.8,0.176,0.062826059,10.88271633,5,17.00285316,0.37046312,0.152224749,0.026844043,10093.51,0.001278158,0.1689,42910,0.640920977,48.30031276,45.21844882,4.838210249,15.78465116,104056,0.234210425,0.168313216,0.266250865,0.005295226,0.009514108,0.000797647,0.03249212,0.670638887,0.007523196,0.520815715,0.338040513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Jackson County,11391.85656,0.195207306,4.579478572,4.788288001,0.088347296,0.223137428,0.369,7.9,0.316,0.467845267,0.151252171,0.161290323,241.1,44.07154711,0.138287016,0.000553235,0.000326058,0.000421957,83.3,0.87979351,0.527812114,0.915085179,0.431776003,0.064266373,0.236,4.849341596,0.322512536,8.966214541,360.9851861,91.94808353,10.7,0,0.109424725,0.881795318,0.379,554.9,96.98679657,11.46788991,0.144279982,0.14618798,0.142,69.5,0.143,0.032725105,7.632519622,5,28.40063834,0.38042658,0.176082832,0.033559351,10993.45,0.000498677,0.1731,41407,0.615203373,53.82170408,26.62579634,3.516269509,20.89729171,52138,0.211669032,0.194119452,0.033066094,0.015976831,0.005562162,0.001035713,0.028232767,0.894932679,0.005242831,0.507882926,0.770173033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Jefferson County,10474.21136,0.198398656,4.009718001,4.282153636,0.111044583,0.184078756,0.332,6.1,0.284,0.819489541,0.161319924,0.158013544,700.1,34.09192019,0.112538029,0.001060017,0.000850617,0.001443472,43.91,0.855343881,0.663029245,0.889864935,0.674066554,0.058573597,0.22,5.53213084,0.432620833,14.41622613,796.8396249,86.60162555,12.9,0,0.180034311,0.848487436,0.324,488.4,86.86317411,10.86145296,0.129972505,0.129121014,0.129,615.4,0.194,0.122715906,27.21286265,9,16.35060549,0.363451326,0.144042001,0.029734338,9861.87,0.001114445,0.1628,50109,0.454546368,64.58731817,60.95464942,15.80919471,23.24123401,659521,0.230192822,0.150627501,0.430492736,0.003147739,0.0167561,0.000571627,0.03723005,0.502405534,0.012968798,0.526759573,0.098337652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lamar County,9712.564143,0.250805837,4.880416147,4.96969163,0.098344693,0.206862479,0.338,7.6,0.339,0.180032958,0.139019266,0.307692308,362.1,44.13793103,0.126368068,,0.000215548,0.000143699,76.77,0.825613079,0.532467533,0.875,0.52691577,0.056937631,0.271,4.577997631,0.301216705,8.641797494,162.2117216,71.03786318,9.7,1,0.126118796,0.840172786,0.371,541.2,,,0.152417311,0.151809517,0.146,135.3,0.169,0.007506766,,7,21.15655853,0.378765469,0.155653266,0.048036352,10176.28,0.000646645,0.2852,38358,0.606125053,3.861585796,3.784751749,,,13918,0.213392729,0.212458687,0.106337117,0.002658428,0.000790343,0.000143699,0.01451358,0.8614025,0.003073694,0.512717344,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lauderdale County,8671.725737,0.193843563,4.292568461,4.542209387,0.100397919,0.187498387,0.348,7.5,0.305,0.56117529,0.146755257,0.298507463,451.1,24.8534055,0.111913896,0.00055078,0.000519942,0.00137568,64.99,0.869338886,0.6562249,0.951210641,0.580095497,0.064242368,0.209,4.963687471,0.350842682,15.01144758,268.109505,68.19913284,10.5,0,0.140087878,0.875209921,0.301,435.8,52.96119269,8.624602814,0.132155856,0.135971239,0.141,79.3,0.156,0.050380741,9.352181576,5,17.56984398,0.35058161,0.140958795,0.027161125,9847.47,0.000725752,0.1026,44124,0.489046591,46.53779905,43.29244387,5.086007469,12.30174232,92318,0.200838406,0.190905349,0.100565437,0.004289521,0.008394896,0.000617431,0.025715462,0.847732837,0.0057243,0.521945883,0.492951062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lawrence County,10953.17031,0.214123522,4.644699353,4.74040373,0.082283465,0.211006472,0.336,7.8,0.368,0.281574886,0.154008173,0.195121951,304.7,42.61881396,0.136007936,0.000211385,9.02418E-05,0.001082902,84.97,0.877176016,0.593406593,0.92,0.506689579,0.070362007,0.24,4.963591395,0.309563067,13.28703005,263.9296188,94.46314443,10.9,0,0.108564989,0.874648001,0.473,542.8,65.38196834,,0.14281066,0.142511366,0.14,85.6,0.154,0.021224882,18.02956849,8,29.69662774,0.387189483,0.170441001,0.040123457,10446.53,0.000360967,0.1815,43107,0.634373063,70.48196575,37.83095745,4.242375391,18.53390808,33244,0.218355192,0.176543136,0.10838046,0.058236073,0.002286127,0.000180484,0.021056431,0.766664661,0.001265542,0.511881843,0.912897871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lee County,7981.56443,0.193778864,4.186244494,4.403108973,0.082157743,0.187357333,0.298,6.3,0.246,0.593338895,0.184110563,0.253521127,507,18.76152494,0.115497291,0.000496837,0.000295614,0.000786208,42.1,0.851627137,0.604304636,0.896707892,0.716497244,0.052501612,0.182,6.270212212,0.351201201,8.408018192,274.7450633,54.00629076,11.1,0,0.200494394,0.848563411,0.283,391.9,63.40113525,6.950765412,0.131718615,0.136556601,0.101,190.1,0.184,0.122495037,8.08099711,4,12.92598732,0.365670481,0.143549961,0.032105412,8633.68,0.000471725,0.0826,47749,0.473729176,34.03203724,30.220901,7.033257805,16.39709069,158991,0.214332887,0.110037675,0.23149738,0.003648005,0.037423502,0.000805077,0.037731696,0.675654597,0.01302736,0.506934355,0.27409499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Limestone County,7437.426097,0.184155833,4.043275324,4.347254026,0.091412349,0.187826467,0.336,8.1,0.304,0.527759658,0.156943809,0.25,257.7,27.93296089,0.120907464,0.000349105,0.000280314,0.000398909,66.51,0.875974486,0.66779661,0.932837109,0.553918969,0.053012939,0.178,5.153690347,0.267894537,9.054907651,143.2626948,55.34622384,11.7,1,0.114756648,0.876714493,0.384,369.4,59.02560531,6.73873368,0.123026097,0.126263498,0.123,134.3,0.129,0.035183539,5.81389011,5,19.52075734,0.373947836,0.155533309,0.032539038,10153.28,0.000442034,0.1718,52181,0.462413315,40.1093778,34.55737264,3.871885754,13.50447862,92753,0.230396861,0.145493946,0.132103544,0.007891928,0.0158162,0.001854388,0.05779867,0.769462982,0.012137209,0.498905696,0.576091421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lowndes County,14443.61926,0.300484121,5.359850386,5.121477359,0.146722164,0.223574049,0.462,4.4,0.306,0.048676874,0.107588401,0.538461539,1049.1,40.01616815,0.120140928,9.56206E-05,9.65437E-05,,43.62,0.830645161,0.596899225,0.825,0.373980249,0.107546674,0.575,5.394426487,0.730800654,6.693440428,610.9979633,115.189969,10,0,0.229871645,0.837758112,0.587,644.6,,,0.171512918,0.160108899,0.203,644.3,0.283,0.13062145,,5,50.39654121,0.427386312,0.153535027,0.032926829,10324.12,0.000193088,0.3646,32011,0.711907811,23.95637765,23.83773702,18.56714676,22.66032178,10358,0.22620197,0.188549913,0.728615563,0.002896312,0.003475574,0.000386175,0.015157366,0.244738367,0.00050551,0.527418421,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Macon County,13908.72913,0.299782061,5.169402174,4.851559013,0.133858268,0.217897312,0.478,3.8,0.324,0.474081671,0.11820092,0.302325581,1178.9,23.93368097,0.108405509,0.000366396,0.000263671,0.003691399,37.65,0.867007673,0.565420561,0.89,0.536542339,0.077308608,0.452,5.735067279,0.614589317,9.421617378,736.5504886,84.94003029,10.6,0,0.209577114,0.78020339,0.365,574.7,128.0865296,,0.166866279,0.153076351,0.198,438.7,0.273,0.216386644,,5,22.08763805,0.45893168,0.135366307,0.02302724,8008.59,0.001001951,0.1264,30681,0.645267104,58.14762943,57.74097156,26.36266477,32.74796349,18963,0.173390286,0.181511364,0.807361704,0.002531245,0.004798819,0.000158203,0.018456995,0.155618837,0.000640581,0.544112219,0.555472683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Madison County,7545.673711,0.147183481,3.775368643,4.035996713,0.097439079,0.164211079,0.328,7.3,0.227,0.714555376,0.155919332,0.215053763,565.2,23.26968248,0.103003205,0.000914784,0.000551872,0.001207395,50.42,0.876567788,0.68048926,0.917557828,0.737906367,0.052026891,0.184,5.032417605,0.308415886,10.76215912,583.7161428,58.90327922,11.6,0,0.130344879,0.875141274,0.245,376.3,71.11043387,7.760801026,0.115280211,0.121014934,0.123,222.7,0.151,0.074673451,11.78850479,5,12.41109676,0.361536216,0.130513365,0.028041935,9856.05,0.000885236,0.1233,61193,0.350848969,47.89570597,41.6663266,6.432329217,15.36855685,356967,0.220776711,0.143842428,0.243748022,0.008115596,0.02662431,0.001210196,0.048217342,0.650096508,0.012249917,0.511882051,0.164415148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Marengo County,11659.80851,0.274045076,5.151575309,4.826014137,0.128235294,0.214332596,0.394,5.4,0.336,0.463118847,0.116080913,0.272727273,571.9,35.08047875,0.108276291,0.000349511,0.000254155,0.000304987,75.58,0.788321168,0.560714286,0.970818505,0.509913121,0.07434555,0.368,7.166314519,0.577969762,17.97483523,481.2914654,82.69650383,9.8,0,0.162241888,0.851388465,0.335,525.2,76.05802141,,0.166930564,0.156015657,0.187,174,0.229,0.126289707,,4,27.4481652,0.392606839,0.139181083,0.031841831,10062.01,0.000609973,0.2008,34794,0.656402361,26.378625,26.3032705,,18.93052497,19673,0.227316627,0.198088751,0.509683322,0.002287399,0.003049865,0.001779088,0.025263051,0.450820922,0.00058309,0.52732171,0.693156418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Marion County,10659.26136,0.208604643,4.594114275,4.768314047,0.087988827,0.208183246,0.349,7.8,0.334,0.428743177,0.138242026,0.055555556,241.2,46.04822505,0.130355088,0.000232034,0.000200013,0.000100007,112.71,0.885997522,0.566513762,0.884954683,0.532690092,0.06713809,0.272,4.943719838,0.280279011,11.60169716,289.6706094,92.65509802,9.8,0,0.112698413,0.844457946,0.289,517.1,90.29522613,11.33144476,0.141606778,0.144711201,0.176,120.3,0.15,0.032545426,,5,24.46632822,0.375376533,0.166860263,0.030941908,11146.41,0.000500033,0.2226,36386,0.584885464,45.9779989,46.30146915,4.705063118,19.19284173,29998,0.210914061,0.206247083,0.038569238,0.003766918,0.003333556,0.00060004,0.025268351,0.918627909,0.00243843,0.50330022,0.888549519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Marshall County,10600.96991,0.219612101,4.710150496,4.98102738,0.080974757,0.215996544,0.337,8,0.306,0.624883088,0.145717183,0.258823529,213.4,49.67307505,0.1547843,0.000580628,0.00030476,0.002217388,68.07,0.844071467,0.567043619,0.921986183,0.4931155,0.054805478,0.321,4.568637303,0.342429083,9.501187649,212.398559,82.69100145,11.3,0,0.140622737,0.831766492,0.293,528.6,70.76306168,8.409870532,0.148282465,0.1474552,0.13,115.6,0.124,0.051875054,20.38535348,6,22.98714988,0.357120973,0.201588591,0.042302532,11226.99,0.000556974,0.2148,42117,0.549553622,64.81920512,24.72814399,3.175856234,16.66476815,95157,0.247086394,0.168763202,0.022163372,0.010572002,0.007608479,0.00230146,0.1347037,0.814422481,0.044536844,0.50684658,0.53268687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Mobile County,10126.85817,0.198761716,4.630299539,4.425381259,0.117925971,0.189131987,0.358,6.3,0.298,0.725493472,0.164616633,0.303834808,684.1,42.00697722,0.129863661,0.000676465,0.000491761,0.000783442,64.74,0.832336707,0.620772122,0.864402805,0.603821044,0.06870097,0.304,5.257202969,0.437746895,11.0978707,549.7958281,79.48416322,10,0,0.178853627,0.858230055,0.353,486.5,80.3121853,9.350091968,0.14397171,0.13842663,0.147,503.3,0.192,0.102659253,15.17640767,9,17.90310797,0.372914124,0.170629203,0.02685009,10312.35,0.000824422,0.1951,45233,0.494516627,55.75909016,50.71975571,14.10861495,21.65557602,414836,0.237004503,0.15340038,0.355318728,0.009603795,0.020152542,0.000588184,0.027917056,0.573065019,0.007412862,0.522228061,0.200202425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Monroe County,11540.12813,0.26169001,5.072571466,4.790526083,0.139379184,0.219141458,0.392,5,0.323,0.557178776,0.121205873,0.35483871,514.9,45.45454546,0.141590909,0.000322983,0.000232234,0.000696702,77.01,0.813063063,0.659090909,0.86,0.421774361,0.093531108,0.346,8.847381612,0.520404197,15.22631846,488.2358412,83.6454886,9.3,1,0.141239571,0.912671233,0.321,519.8,118.1451216,13.56132076,0.161840141,0.151206235,0.162,223.7,0.25,0.128395267,,5,31.44734815,0.380533337,0.181946625,0.037410351,9706.95,0.000325128,0.2947,36639,0.633888889,41.24614043,39.09743266,8.984956616,17.27461178,21530,0.226892708,0.18569438,0.407338597,0.012587088,0.004458895,0.000464468,0.013237343,0.546771946,0.000866969,0.523084069,0.790445639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Montgomery County,10049.49834,0.212691372,4.255411814,4.320048026,0.120888606,0.196064644,0.368,5.3,0.262,0.748651701,0.158958158,0.308176101,1113.7,40.10263403,0.122168011,0.000891757,0.000675947,0.001130997,46.34,0.841234011,0.630743052,0.79,0.622342129,0.05851825,0.286,5.457764406,0.517667068,15.27465687,407.7119957,68.2299393,11.2,0,0.188288743,0.847098928,0.192,464.4,93.12626253,9.706070873,0.134532256,0.134643612,0.132,711.5,0.226,0.145721411,7.363152136,4,13.39794398,0.371189125,0.160170209,0.027805846,9173.8,0.000963115,0.1644,45111,0.537276609,50.86566793,48.12760966,17.2795913,25.35512583,226349,0.232243129,0.140283368,0.575911535,0.003167675,0.02914084,0.001086817,0.033448348,0.347264622,0.014623299,0.527190312,0.104912301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Morgan County,8845.547768,0.204830876,4.648270769,4.457800085,0.085132015,0.200715859,0.315,7.9,0.291,0.606310152,0.146660517,0.260869565,340.3,41.92660906,0.137020256,0.00052691,0.000504151,0.001277182,62.64,0.852791878,0.627557981,0.91206754,0.538341418,0.055954167,0.232,4.766110166,0.316751269,12.54547736,191.5230244,73.70071161,11.3,0,0.132918984,0.883353462,0.372,447.3,63.53413144,8.175779254,0.140301613,0.132644823,0.13,137.9,0.137,0.040842018,13.95930583,7,15.51666311,0.375168058,0.176104246,0.036399944,10087.05,0.000579774,0.1678,46843,0.485705503,52.22125679,43.29820641,5.13243472,17.04642309,119012,0.228850872,0.167470507,0.123239673,0.011015696,0.007671495,0.001327597,0.081134676,0.760536753,0.021649063,0.507982388,0.385973722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Perry County,13552.69847,0.323049958,5.764698612,5.343085588,0.136150235,0.232708935,0.441,5,0.347,0.532433198,0.117630645,0.45,977,32.77634961,0.127166015,0.000310816,0.000208899,0.000313349,66.18,0.817120623,0.587301587,0.975,0.480590487,0.105855206,0.516,5.399103576,0.763963964,11.39660174,,71.06166122,9.7,0,0.217457887,0.840532903,0.441,631.8,,,0.191473198,0.173952926,0.209,292.6,0.29,0.048851175,,5,37.02807013,0.440162448,0.165273187,0.030797947,8857.11,0.000417798,0.2421,25221,0.685901639,20.21012363,20.21521652,,,9574,0.215688323,0.185815751,0.671297263,0.00229789,0.00459578,0.000626697,0.015980781,0.299247963,0.003332617,0.529036975,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Pickens County,10691.86194,0.251397097,4.982521897,4.754649783,0.126131953,0.214232526,0.354,6.8,0.291,0.058847362,0.138362951,0.375,545.1,37.61904762,0.125173577,0.000335506,9.84058E-05,0.000147609,84.81,0.875968992,0.590747331,0.9,0.541164021,0.06942707,0.366,6.279819303,0.497258641,12.94095092,221.0798285,91.67090146,9.9,0,0.167312662,0.815992866,0.455,480.1,132.3387873,16.25,0.157421795,0.14869571,0.159,256.1,0.212,0.008921588,,7,34.4199521,0.402409001,0.158056358,0.036924515,9855.57,0.000196812,0.2339,35968,0.625522218,39.94415238,38.98992323,,12.95349695,20324,0.199222594,0.181558748,0.398149971,0.002558552,0.003444204,0.002853769,0.04324936,0.543790592,0.009338398,0.500295218,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
