state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,disconnected_youth_raw_value,median_household_income_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,homicides_raw_value,firearm_fatalities_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,smoking_during_pregnancy_raw_value,drug_arrests_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,local_health_department_staffing_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
AL,Fayette County,10275.5,0.210057078,4.602980901,4.63141039,0.099307159,0.197893977,0.337,7.2,0.314,0.274404037,0.133004747,0.333333333,408.1,46.87925865,0.145723415,0.001125993,0.000298347,0.000119339,80.66,0.797674419,0.557603687,0.925,0.50513834,0.070043777,0.294,5.330949572,0.355439847,11.25992651,178.6132584,99.16535824,10,0,0.116462976,0.865224626,0.349,508.5,,,0.140672267,0.140442043,0.151,81.9,0.173,0.013296279,,33.54072683,0.368,0.184865414,0.041393765,10078.01,0.000179008,,37085,0.580658436,45.8809237,45.41742693,,18.9,16759,0.215167969,0.201026314,0.119875888,0.004475207,0.002565786,5.96694E-05,0.016051077,0.847007578,0.000876315,0.505698431,0.802331651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Franklin County,11549.6,0.226715398,4.684042535,4.662216915,0.091353997,0.202177762,0.332,7.4,0.345,0.588380015,0.130392225,0.269230769,314,55.7164529,0.198607327,0.000474669,0.000252398,6.30994E-05,94.71,0.847593583,0.566513762,0.928016086,0.402626926,0.063973559,0.324,4.426796093,0.436464088,10.44270751,345.323439,121.7865391,9.9,0,0.155207077,0.803437783,0.343,552.3,70.85346216,6.660323501,0.146834265,0.144910302,0.139,36.8,0.15,0.036438946,23.19965411,20.74249099,0.377,0.254478957,0.061124387,11381.17,0.000347047,0.2142,38535,0.693007582,52.60767915,49.80465495,,20.2,31696,0.245141343,0.161471479,0.040162797,0.014575972,0.003596668,0.002460878,0.163806159,0.775713024,0.047833904,0.5,0.703665153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Geneva County,9367.9,0.225345128,4.756056423,4.673188094,0.085474078,0.214683158,0.341,7.5,0.285,0.274281448,0.129472221,0.428571429,415.3,53.64995603,0.171641097,0.000262055,0.000074691,0.000149382,69.19,0.871830986,0.595794393,0.943148148,0.470272828,0.058578568,0.348,4.820700844,0.41424713,9.359089548,342.5167535,76.9069948,9.3,0,0.117862038,0.8179269,0.442,477.6,54.8245614,,0.143935059,0.144479762,0.139,127.5,0.16,0.00930312,,24.55022389,0.358,0.217449579,0.05061849,10100.71,0.000298764,0.1931,36289,0.61623816,14.28278101,14.63629933,10.1,13.4,26777,0.221645442,0.196549277,0.094782836,0.01008328,0.004145349,0.000634873,0.038801957,0.836949621,0.018999367,0.507375733,0.896416573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Greene County,12430.5,0.344237656,5.773347846,5.250019187,0.171319797,0.262570342,0.463,2.3,0.317,0.151575456,0.086765823,0.294117647,1212.3,48.92823858,0.151298887,0.000467672,0.000117938,0.000117938,95.5,0.871559633,0.589285714,0.875,0.453585325,0.110189983,0.547,4.832720588,0.581854043,10.52262364,886.3590161,84.91497028,9.6,0,0.15467075,0.820738875,0.483,585.1,,,0.193815807,0.176391729,0.21,312.2,0.313,0.209543777,,37.21682848,0.47,0.194186276,0.04195122,9426.96,0.000235877,0.25,25398,0.896964856,12.95516263,12.84070632,,,8479,0.23080552,0.186696544,0.799740535,0.002594646,0.002122892,0,0.010142706,0.1795023,0,0.525415733,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Hale County,9817.7,0.291038016,5.307663451,4.86536234,0.140756303,0.220519086,0.404,5.8,0.322,0.583058376,0.100805387,0.315789474,1376.1,43.07841239,0.139682795,0.000131718,0.000132732,6.63658E-05,78.31,0.821212121,0.671428571,0.86,0.479817906,0.078334972,0.386,5.659450458,0.587875417,6.585879874,193.9299913,74.54195928,9.9,0,0.20519263,0.882043283,0.441,488.1,69.66699178,,0.166179871,0.157023762,0.16,344.4,0.245,0.002262691,,24.018032,0.43,0.179254784,0.039989119,10030.82,0.000265463,0.3011,35470,0.735346998,34.2564021,33.38751314,,13.1,15068,0.23480223,0.177794001,0.574196974,0.001924608,0.002389169,6.63658E-05,0.011680382,0.403636846,0.005096698,0.529333687,0.891687817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Henry County,8562.7,0.207091931,4.352771294,4.436286518,0.0904,0.179731789,0.358,7.4,0.285,0.315165877,0.12945795,0,526.1,43.32801701,0.150720355,0.000290867,0.000290343,0.000174206,43.31,0.861344538,0.625441696,0.925,0.575546976,0.067706013,0.275,5.378118387,0.298145117,15.70680628,278.3331373,65.96764114,9.7,0,0.12,0.855641102,0.342,393.8,94.1556258,,0.131040157,0.135430543,0.187,188.6,0.166,0.00998805,,17.36240296,0.368,0.187983523,0.049800266,10064.08,0.000232275,,42501,0.619905956,26.60713978,26.18882389,,18.5,17221,0.211485976,0.212763486,0.265954358,0.003542187,0.007316648,0.000174206,0.026479299,0.685848673,0.006251532,0.516462459,0.877528609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Houston County,8557.5,0.195226042,4.343577186,4.482942937,0.096424353,0.197945442,0.328,6.4,0.264,0.534767152,0.130503917,0.183098592,751.4,49.29919972,0.134708976,0.000892574,0.000623962,0.001171129,52.08,0.866929522,0.650906225,0.928956602,0.571826009,0.061797376,0.295,5.009292811,0.430566901,12.95672454,389.8296907,69.91048754,9.5,0,0.137579618,0.885591566,0.279,420.8,77.60062887,9.50144123,0.134171014,0.137972753,0.137,297,0.182,0.073320377,14.74198325,15.83658863,0.38,0.17344709,0.037245119,9997.07,0.001065535,0.1985,43568,0.626752485,48.94883172,45.48113234,4.2,15.4,104173,0.235636873,0.164601192,0.263743964,0.005193284,0.009234639,0.000748755,0.033818744,0.672237528,0.007445832,0.521373101,0.338040513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Jackson County,11928.9,0.1926663,4.342686232,4.474931922,0.088751545,0.185429479,0.32,7.5,0.309,0.365660285,0.130648694,0.205882353,300.3,50.31948882,0.156759292,0.000588626,0.000343387,0.000419695,77.05,0.87979351,0.527812114,0.915085179,0.438411541,0.065881252,0.269,4.711732909,0.289663566,9.114212475,360.9851861,92.6819119,10.7,1,0.094630388,0.880845892,0.372,542.9,95.56284343,10.19664967,0.1361216,0.139833944,0.149,68.8,0.147,0.040849241,8.858797102,29.64695863,0.35,0.199267166,0.040431267,10611.31,0.000496003,0.1389,40201,0.598947497,47.13370977,27.29871893,3.5,20.4,52419,0.214769454,0.19033175,0.03513993,0.016253649,0.005284344,0.001182777,0.029149736,0.891661421,0.005366584,0.508002823,0.770173033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Jefferson County,10305.6,0.187836258,3.711371555,3.988686128,0.111658406,0.193663634,0.332,5.7,0.262,0.776535159,0.140807907,0.144989339,764.2,41.80263456,0.126418799,0.001065387,0.000831356,0.001344707,41.53,0.855343881,0.663029245,0.889864935,0.671692121,0.057969983,0.262,5.514928749,0.427345009,14.67933226,796.8396249,82.4044522,12.9,0,0.180464883,0.848883918,0.324,485.1,90.1854428,10.88840155,0.122194574,0.129340077,0.13,623.1,0.197,0.11421992,21.96260904,15.87787768,0.405,0.161892636,0.033690328,9495.44,0.000966129,0.16,48415,0.469149987,65.73595683,61.83593337,15,21.4,660367,0.230948851,0.146332267,0.426864153,0.003331481,0.0163818,0.000531523,0.037918309,0.505656703,0.014232102,0.527771679,0.098337652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lamar County,8848,0.217196876,4.662271359,4.725341639,0.109284333,0.200754294,0.336,7.4,0.328,0.216836034,0.121961607,0.333333333,414.4,46.48829431,0.139787846,,0.000216045,0.00014403,76.92,0.825613079,0.532467533,0.875,0.525258864,0.063021481,0.338,4.640942801,0.32822186,9.229021724,162.2117216,66.40481506,9.7,0,0.13147083,0.817515505,0.318,517.6,,,0.145158536,0.146861864,0.149,92.5,0.167,0.003583712,,25.9919425,0.358,0.17573067,0.044865719,9770.53,0.000504105,,36520,0.58667229,0.366188139,2.376169767,,,13886,0.213812473,0.210283739,0.108886648,0.001944404,0.00086418,0.00014403,0.014258966,0.859354746,0.003804834,0.510298142,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lauderdale County,8773,0.18460563,4.221569026,4.501259756,0.096687153,0.182293132,0.329,7,0.283,0.626573472,0.142916865,0.310810811,428.9,29.37522187,0.136987588,0.000526338,0.000496782,0.001252754,63.84,0.869338886,0.6562249,0.951210641,0.586355948,0.069391769,0.239,4.88102594,0.322069472,14.8234081,268.109505,67.6998439,10.5,0,0.133905356,0.859614649,0.288,422.7,57.48928609,7.58477097,0.128021546,0.135021981,0.142,68.2,0.16,0.055793306,5.74528976,16.17756495,0.372,0.172153808,0.03550772,9360.49,0.000669575,0.1149,43008,0.496801541,49.30374057,46.92324098,5.7,11.6,92596,0.202697741,0.186865523,0.102002246,0.004525034,0.008531686,0.000593978,0.025130675,0.84700203,0.005663495,0.520627241,0.492951062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lawrence County,10664.9,0.205581455,4.496554689,4.595849242,0.091495824,0.202925883,0.355,7.6,0.359,0.488773698,0.134287845,0.234042553,321.6,49.70798183,0.161285668,0.00023897,6.03956E-05,0.000936132,74.07,0.877176016,0.593406593,0.92,0.506058358,0.07660127,0.264,4.839495996,0.378994203,14.33820235,263.9296188,104.6784113,10.9,0,0.115844544,0.878592469,0.493,542.2,64.47234476,,0.136664607,0.141773995,0.156,84.2,0.154,0.016444583,10.98034518,30.4069463,0.356,0.201285735,0.049186831,10175.84,0.000332176,0.1884,41771,0.624750499,67.45532933,33.64357797,5.5,17.2,33115,0.21630681,0.173727918,0.110614525,0.058191152,0.002476219,0.000211385,0.02219538,0.764396799,0.001822925,0.513000151,0.912897871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lee County,7955.7,0.191780219,4.48506258,4.35548921,0.077093073,0.192164436,0.29,6,0.229,0.627243364,0.159111721,0.324675325,485,21.54760872,0.134132407,0.000479725,0.000293007,0.000713408,42.3,0.851627137,0.604304636,0.896707892,0.70408695,0.05115447,0.207,6.330642449,0.347288384,8.881397686,274.7450633,48.74446478,11.1,1,0.191175154,0.846269294,0.271,422.8,67.48303446,6.193015655,0.138093203,0.137120442,0.095,174.7,0.183,0.113516803,8.438252546,11.92185081,0.382,0.166241219,0.039191989,8562.83,0.000407662,0.0679,46442,0.473807896,30.33781078,28.86389535,6,13.9,156993,0.214964998,0.106265885,0.235048696,0.00440784,0.034020625,0.000942717,0.038504902,0.675272146,0.01567087,0.508398464,0.27409499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Limestone County,7195.2,0.177517727,4.020268486,4.143694456,0.095184296,0.180435164,0.329,7.7,0.306,0.528073736,0.142381411,0.282608696,290.4,33.61620586,0.143853878,0.000341459,0.000272738,0.000403653,64.28,0.875974486,0.66779661,0.932837109,0.549989769,0.054586311,0.188,5.022836186,0.282118181,9.14227808,143.2626948,59.41690411,11.7,1,0.116527756,0.874306393,0.389,365.9,54.67533548,7.396870555,0.118690407,0.124446223,0.126,152.2,0.136,0.039498615,4.423229326,18.73687186,0.362,0.185621588,0.037995996,10140.09,0.000392743,0.2087,55060,0.459795742,40.46776523,35.30005031,4.1,13.1,91663,0.231772907,0.14193295,0.132288928,0.007996684,0.014978781,0.001941896,0.060580605,0.768390736,0.014060028,0.49734353,0.576091421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lowndes County,12909.9,0.286096862,5.157721605,4.839719852,0.141917293,0.22527178,0.451,2.2,0.299,0.015488096,0.099296534,0.517241379,1186.6,47.6858345,0.143514259,,9.56206E-05,,66.94,0.830645161,0.596899225,0.825,0.424801005,0.11584728,0.467,5.850936811,0.638655462,6.616257089,610.9979633,106.0563773,10,0,0.242280285,0.820366476,0.578,601.2,,,0.166290117,0.157976317,0.235,590.6,0.288,0.262192501,,47.04037632,0.437,0.182872577,0.04199683,9456.81,0.000191241,0.2937,31117,0.689393939,14.92963824,14.80979796,17,,10458,0.22853318,0.178714859,0.719162364,0.002868617,0.003059859,0.000382482,0.013482501,0.256358768,0.000399561,0.525626315,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Macon County,13001.3,0.284514121,5.151046644,4.815305621,0.133199465,0.22128402,0.447,3.1,0.304,0.478556778,0.104149874,0.457142857,1295.2,28.74952296,0.129764128,0.00036036,0.000261712,0.003506935,36.99,0.867007673,0.565420561,0.89,0.558481013,0.080721986,0.461,5.834695652,0.595025683,8.236808237,736.5504886,84.05463551,10.6,1,0.214682295,0.775885374,0.349,570.1,115.724983,,0.162894382,0.154441608,0.184,589,0.279,0.192128452,,21.74263731,0.464,0.161187795,0.030823786,7529.28,0.000889819,0.138,29522,0.669148441,60.00669783,59.84043486,27.4,29,19105,0.181784873,0.175660822,0.802093693,0.001989008,0.003402251,0.000209369,0.015912065,0.164721277,0.006512605,0.540800838,0.555472683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Madison County,7532,0.161106613,3.830734336,3.775572656,0.100333185,0.16920411,0.323,6.9,0.227,0.822132487,0.135906691,0.208791209,610.9,28.35667091,0.125011463,0.000879249,0.000546604,0.001113034,47.3,0.876567788,0.68048926,0.917557828,0.726361998,0.054807998,0.191,5.058330468,0.318430528,11.01915792,583.7161428,55.26484147,11.6,0,0.123068246,0.869322183,0.239,361,64.69064237,7.904051686,0.116432167,0.12128097,0.115,223,0.155,0.081045192,8.283505351,11.92094827,0.382,0.15780855,0.035755054,9793.3,0.000787337,0.1232,59117,0.339700447,49.79382244,43.75625491,6,14.2,353089,0.223091062,0.140712398,0.242576234,0.008408645,0.026610855,0.001149852,0.047908601,0.651679888,0.012950634,0.512035209,0.164415148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Marengo County,11075.9,0.259639522,4.943465979,4.728325763,0.12599772,0.195469495,0.403,4.7,0.328,0.546250059,0.108081695,0.303030303,714.5,42.5131678,0.132731405,0.000348086,0.000249651,0.000249651,66.27,0.788321168,0.560714286,0.970818505,0.495860371,0.077477233,0.348,6.725377025,0.495026455,19.39333665,481.2914654,72.00205157,9.8,0,0.152392203,0.854881657,0.271,530.6,85.52490913,,0.15810658,0.154699341,0.202,151,0.226,0.151390674,,25.76906737,0.441,0.169011682,0.04185661,9727.35,0.000699021,0.2371,35389,0.656537283,24.73769965,24.29971392,,16.8,20028,0.232724186,0.190932694,0.506341122,0.002646295,0.003045736,0.001797484,0.02541442,0.45406431,0.001046463,0.53050729,0.693156418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Marion County,11024.2,0.214595214,4.570241412,4.727499692,0.094009217,0.193329785,0.355,7.7,0.303,0.491584351,0.125122142,0.060606061,303.3,49.46480701,0.153823405,0.000264279,0.000198886,6.62954E-05,89.4,0.885997522,0.566513762,0.884954683,0.522849844,0.069941314,0.304,4.695821918,0.310867866,11.23187209,289.6706094,109.3810744,9.8,1,0.123228347,0.848870057,0.265,518.5,97.39753779,12.41685144,0.139783453,0.143950375,0.187,104.5,0.155,0.006361069,,21.10842695,0.371,0.195182389,0.042092604,10669.94,0.000464068,0.2215,34977,0.53165361,37.67351415,33.22212308,,19.1,30168,0.210322196,0.204421904,0.042495359,0.003745691,0.002950146,0.000629806,0.025192257,0.9147441,0.002428953,0.503281623,0.888549519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Marshall County,10992.9,0.217432474,4.74298647,4.608010318,0.079910856,0.190410686,0.332,7.5,0.287,0.647050603,0.141123118,0.2875,230.1,57.68400863,0.187743414,0.000591741,0.000295593,0.002174716,70.89,0.844071467,0.567043619,0.921986183,0.474189474,0.057722812,0.327,4.823331007,0.348903471,9.510122998,212.398559,80.5389557,11.3,0,0.13649635,0.819638687,0.289,514.9,68.34540057,8.342892898,0.143839709,0.142630541,0.128,112.5,0.133,0.065607307,21.46972593,21.87469144,0.352,0.245027644,0.050729471,10784.43,0.000411718,0.2124,40599,0.543897955,66.38074377,29.49828795,3.3,14.8,94725,0.244687253,0.16641858,0.022929533,0.010683558,0.007780417,0.002333069,0.130176828,0.818907363,0.048482164,0.50837688,0.53268687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Mobile County,10198.2,0.209970582,4.547226381,4.534882907,0.118096372,0.216426266,0.371,5.7,0.28,0.694737428,0.153886683,0.376119403,778.1,49.7014349,0.149281352,0.000667272,0.000486284,0.0007535,63.01,0.832336707,0.620772122,0.864402805,0.594191938,0.069968377,0.269,5.222616094,0.439479894,11.63510574,549.7958281,79.28115841,10,0,0.178953473,0.858754283,0.343,487.2,82.62420465,8.696501857,0.140375971,0.13995083,0.156,523.2,0.197,0.105885388,15.1856384,17.74803045,0.397,0.193644919,0.037970642,9859.56,0.000741463,0.182,42530,0.487596714,56.84930332,51.84797846,13.2,21,415395,0.238698107,0.149349414,0.352466929,0.009663092,0.020700779,0.000647576,0.027713381,0.575683386,0.007749592,0.522343793,0.200202425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Monroe County,11848.6,0.260671924,5.160683514,5.148327488,0.159206799,0.211782203,0.353,4.2,0.323,0.534463326,0.11427213,0.407407407,544.2,50.59732959,0.176526292,0.000273386,0.000230702,0.000599825,74.91,0.813063063,0.659090909,0.86,0.425149701,0.100808109,0.357,7.338010351,0.477581395,15.49186677,488.2358412,77.32561276,9.3,0,0.161967607,0.895125327,0.333,511.2,133.8496104,,0.159830524,0.159789358,0.178,147.9,0.241,0.169465622,,31.11032101,0.413,0.229010001,0.04417821,9306.31,0.000369123,0.2737,35163,0.672841188,40.69030643,38.87980535,8.9,18.9,21673,0.229086882,0.181746874,0.406819545,0.013242283,0.004429475,0.000507544,0.012134914,0.548516588,0.000814215,0.526415356,0.790445639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Montgomery County,9717.3,0.228573921,4.840655486,4.464721856,0.118308989,0.209038757,0.348,5,0.265,0.758291442,0.126001443,0.394904459,1254.3,46.70257832,0.138752075,0.000919585,0.00067544,0.001077172,44.88,0.841234011,0.630743052,0.79,0.613388999,0.06164377,0.338,5.476467446,0.520478903,15.12009868,407.7119957,64.64905549,11.2,0,0.188136643,0.848116572,0.179,464.3,87.41059762,9.542151799,0.14980869,0.140712328,0.135,789.7,0.227,0.112817478,6.476617204,12.26135708,0.402,0.181001207,0.034590237,9046.46,0.000896172,0.1657,42666,0.533550984,51.27868404,48.64618024,16.9,23.7,226519,0.238757014,0.136933326,0.564972475,0.003213858,0.027754846,0.001055099,0.034054539,0.358866144,0.016729394,0.526194271,0.104912301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Morgan County,9423.5,0.192229073,4.083355466,4.394459488,0.085753398,0.185329052,0.316,7.6,0.286,0.712377605,0.134055134,0.256756757,374,44.60350349,0.161143954,0.000543447,0.000493455,0.001196002,65.65,0.852791878,0.627557981,0.91206754,0.537931487,0.058396545,0.24,4.661870133,0.325274804,12.54107201,191.5230244,72.58383433,11.3,0,0.131954969,0.878442094,0.367,439.9,78.05770887,8.852084523,0.125296117,0.133028496,0.126,111.8,0.142,0.035120856,15.60066749,16.23394063,0.362,0.205446028,0.046977753,9990.15,0.000543637,0.1697,47234,0.474495054,53.63685205,44.7623961,4.4,15.4,119565,0.230226237,0.163333752,0.122661314,0.010814202,0.007769832,0.001187639,0.079647054,0.763258479,0.022885431,0.507389286,0.385973722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Perry County,13849.2,0.293264549,5.275902134,5.027158041,0.127071823,0.229270246,0.43,4.1,0.335,0.78358984,0.096740292,0.45,948.1,39.98769609,0.15292374,0.000305312,0.000207211,0.000207211,66.77,0.817120623,0.587301587,0.975,0.411671924,0.099685804,0.544,5.628935232,0.700217865,11.19478933,,81.9148086,9.7,0,0.210294118,0.843637671,0.455,629.5,,,0.174516099,0.166581541,0.217,355.1,0.3,0.055966481,,40.65439558,0.449,0.200076002,0.039634146,9072.14,0.000414422,,26218,0.701829268,16.976625,16.89095473,,,9652,0.215706589,0.184314132,0.668669706,0.002072109,0.005076668,0.000518027,0.01440116,0.304185661,0.004043844,0.531496063,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Pickens County,11640.2,0.267901057,4.936422058,4.705990026,0.121890547,0.209177125,0.364,6.1,0.3,0.012711435,0.117713945,0.433333333,685.5,39.99096249,0.142885233,0.000343727,9.58589E-05,9.58589E-05,80.15,0.875968992,0.590747331,0.9,0.472289157,0.067647059,0.353,6.030746057,0.461052632,12.76700221,221.0798285,91.56403445,9.9,0,0.171608833,0.823493702,0.478,496.4,111.8765825,12.99504951,0.155428009,0.14980818,0.164,219.8,0.221,0.021217779,,33.82657761,0.398,0.180173726,0.043003254,9345.5,0.000191718,0.2181,33160,0.641881639,41.70158021,41.00506447,,16.1,20864,0.199578221,0.176667945,0.396136887,0.002444402,0.003115414,0.003211273,0.049127684,0.540356595,0.005860103,0.500623083,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Pike County,10200.3,0.236140133,4.99709745,4.597282484,0.101422838,0.202827495,0.384,5.7,0.254,0.602693091,0.134602607,0.282051282,1040.8,25.64991335,0.15152082,0.0004792,0.000272348,0.000181565,58.48,0.870431894,0.693298969,0.875,0.584766907,0.067385625,0.36,6.150536747,0.486411365,10.1829944,448.1292858,68.12522985,9.7,0,0.188271605,0.872176192,0.212,491.4,91.63103238,10.39799211,0.15269755,0.14718078,0.135,334.1,0.223,0.057746215,,22.04642718,0.433,0.184710561,0.047985782,9810.31,0.000544695,,34442,0.678220141,33.85306524,31.25453641,7.8,22.3,33046,0.195999516,0.146795376,0.366549658,0.006990256,0.022332506,0.001119651,0.022150941,0.568571083,0.012820513,0.52033529,0.516793824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
