state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_poisoning_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,could_not_see_doctor_due_to_cost_raw_value,median_household_income_raw_value,children_eligible_for_free_lunch_raw_value,homicides_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,smoking_during_pregnancy_raw_value,drug_arrests_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,local_health_department_staffing_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
AL,Hale County,10097.78,0.211,3.9,4.1,0.141449683,,0.362,6.1,0.346,0.612753807,,0.47826087,1429.7,43.57798165,0.160834189,0.000129971,0.00012982,6.49098E-05,72.06,0.771498772,0.541463415,0.71,0.427640895,0.098721591,0.388,5.396053857,0.605416888,5.198856252,169.6379989,78.62632206,12.92,0,0.18003413,0.834969789,0.404,523.3,,,0.149,283.7,0.229,0.002262691,,34.91526334,0.209047672,0.042242503,9898.07,0.000194729,,33597,0.611518325,13.3,15406,0.232766455,0.168570687,0.576268986,0.001882384,0.002726211,0.000194729,0.011229391,0.402116059,0.00443686,0.524990264,0.891687817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Henry County,10462.14,0.184,4,3.5,0.085889571,0.17,0.341,7.6,0.298,0.301352445,,0.363636364,566.9,46.80187208,0.167148223,0.000289235,0.000289084,0.000173451,53.11,0.861575179,0.532786885,0.7,0.600611309,0.068357382,0.287,5.539815368,0.306912196,17.3540811,318.1966302,83.35938314,12.46,0,0.128224024,0.869286042,0.337,488.4,89.82996471,,0.147,172.6,0.158,0.00998805,9.133633359,21.58858794,0.212477576,0.050297324,9678.49,0.000173451,0.115,41590,0.543752251,10.7,17296,0.213517576,0.200624422,0.271507863,0.003700278,0.008152174,0.000173451,0.025092507,0.6816605,0.011124014,0.517749769,0.877528609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Houston County,8128.29,0.207,4.5,4.3,0.087833579,0.184,0.329,6.7,0.301,0.535495879,0.133,0.273972603,783.4,54.83575448,0.163737152,0.000899402,0.000569125,0.001080372,60.65,0.864997278,0.631481482,0.87,0.552915767,0.062351411,0.301,5.01378579,0.410801365,13.15255024,442.1942038,64.49691421,12.37,0,0.128831169,0.887195748,0.26,404.1,72.27754578,8.5,0.135,315.8,0.171,0.073320377,10.99098739,17.6997719,0.214547037,0.03819606,10053.02,0.000839218,0.158,39636,0.56062425,4.3,103668,0.240488868,0.156055871,0.261247444,0.005112474,0.008864838,0.00078134,0.033250376,0.676756569,0.007508261,0.520324497,0.338040513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Jackson County,11272.54,0.28,5.8,5.3,0.085529468,0.221,0.29,7.7,0.329,0.448080861,0.084,0.243243243,216.9,53.91483517,0.17147259,0.000584696,0.000321052,0.000415479,102.39,0.825194621,0.522546419,0.829733777,0.448232123,0.06277269,0.281,4.643066376,0.254299649,9.24196986,273.5455962,89.29810936,13.16,0.087613666,0.118816459,0.884228837,0.364,533.1,83.87326749,8.5,0.148,64.3,0.138,0.040849241,11.51768232,31.07095696,0.217532772,0.046188045,10568.3,0.000396593,0.187,37204,0.488659304,4.2,52951,0.219523711,0.180600933,0.032709486,0.015674869,0.005287908,0.001114238,0.027591547,0.897527903,0.005218292,0.507431399,0.770173033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Jefferson County,10234.5,0.178,3.7,3.9,0.114179894,0.212,0.329,6,0.277,0.795965168,0.145,0.163223141,834.7,47.18605193,0.145262371,0.000999986,0.000790018,0.001228242,52.38,0.840174673,0.650612245,0.743757243,0.664760628,0.060051366,0.268,5.351608392,0.429568054,15.03009807,717.396179,78.05957859,12.71,0,0.176583974,0.847860345,0.318,480.6,86.92294394,11.2,0.125,592.9,0.183,0.11421992,11.55664287,17.3349643,0.186287244,0.039755696,9420.12,0.000753625,0.15,45024,0.456582066,17,659479,0.231958865,0.139035511,0.424441112,0.0034967,0.01525295,0.000568631,0.038142231,0.509837311,0.0163163,0.526670296,0.098337652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lamar County,8782.45,0.285,7.1,6,0.100706714,0.261,0.328,7.6,0.355,0.235649547,,0.428571429,350.7,56.42023346,0.168735147,7.01311E-05,0.000210733,0.000140489,104.29,0.797783934,0.562790698,0.675,0.469147005,0.068802123,0.308,4.349423729,0.383592018,11.22098324,49.73533696,88.12756465,12.4,0,0.116375727,0.823529412,0.325,501.9,,,0.15,89.6,0.162,0.003583712,10.74859047,27.36004847,0.213177829,0.049782203,10412.99,0.000421467,0.129,36475,0.480981595,,14236,0.221129531,0.198932284,0.112250632,0.002107334,0.000772689,0.000140489,0.013978646,0.857403765,0.004413063,0.512222534,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lauderdale County,9140.85,0.192,4.6,3.6,0.099750623,0.177,0.312,7.3,0.295,0.631945119,0.063,0.263888889,436.6,34.93044822,0.163258483,0.000486266,0.000495706,0.001066845,68.88,0.865353038,0.655767484,0.846492611,0.575719765,0.060733008,0.245,4.983081246,0.316276928,15.34438417,179.5583081,70.01469444,13.06,0,0.149419288,0.866685705,0.31,441.4,60.52123917,7.9,0.123,60.2,0.151,0.055793306,11.95353336,17.5421983,0.207133331,0.039942868,9308.33,0.000581915,0.122,43586,0.445729606,6.2,92797,0.206439863,0.178917422,0.100822225,0.004784637,0.008470101,0.000517258,0.02417104,0.850199899,0.008767123,0.521094432,0.492951062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lawrence County,11348.44,0.235,4.6,5.5,0.096998536,0.278,0.386,7.8,0.361,0.488802819,,0.269230769,452.2,52.32201936,0.181946205,0.000236421,5.95468E-05,0.000565695,88.99,0.855795148,0.567774936,0.86,0.49730054,0.073183832,0.262,4.684271232,0.366343042,13.59418405,194.2107626,111.2379614,12.54,0,0.100886918,0.898222814,0.463,510,69.84126984,8.3,0.155,84.6,0.147,0.016444583,15.8912038,27.18232229,0.231057692,0.050729154,11092.23,0.000238187,0.138,40713,0.528480402,4.7,33587,0.219191949,0.163456099,0.112483997,0.058475005,0.002441421,0.000208414,0.020930717,0.764611308,0.003000563,0.513889302,0.912897871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lee County,6771.29,0.175,3.7,5.2,0.077860588,0.183,0.3,6.2,0.241,0.629788873,0.178,0.260869565,484.9,23.93727689,0.153470846,0.000448196,0.000284895,0.000609542,47.7,0.832834032,0.643678161,0.841053276,0.669198841,0.051694379,0.218,5.968304797,0.311229029,8.692286275,218.2435626,46.30274038,12.89,0.473220143,0.192115995,0.826388134,0.262,357.5,53.14297045,7.8,0.097,170.3,0.174,0.113516803,6.008849585,13.36451028,0.190562389,0.043390787,8413.51,0.000351149,0.146,44647,0.39061389,6.5,150933,0.21850755,0.099381845,0.231380811,0.003796387,0.030775245,0.001040197,0.038593283,0.683111049,0.016657335,0.505442812,0.27409499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Limestone County,8037.89,0.207,3.6,3.1,0.091155879,0.219,0.334,7.9,0.31,0.528291174,0.086,0.257731959,278.4,41.40939217,0.160249228,0.000319438,0.000281389,0.000315156,73.72,0.877030162,0.648337596,0.862351097,0.543225427,0.05492126,0.212,4.742507266,0.287102211,9.354963835,123.5725582,65.14955549,13.02,0.32505016,0.118105127,0.877956959,0.391,396.3,48.4827389,7.3,0.117,161.6,0.131,0.039498615,11.84415217,20.85985009,0.207261265,0.042462054,9977.86,0.000281389,0.126,50148,0.40892592,4.9,88845,0.234577072,0.1347853,0.129056222,0.00848669,0.01352918,0.001778378,0.058337554,0.776644718,0.016725716,0.495886094,0.576091421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lowndes County,14512.99,0.358,4.8,4.2,0.13740458,0.226,0.437,2.8,0.321,0.057527215,0.163,0.529411765,1096.1,61.8902439,0.155394259,9.21065E-05,,,64.37,0.834319527,0.6125,0.675,0.458976442,0.118683002,0.531,5.696994461,0.570726173,6.447453256,554.4723373,90.10282322,12.87,0,0.265717675,0.791580196,0.563,645.3,110.4565538,,0.216,536.2,0.258,0.262192501,,42.13187276,0.2003367,0.042867701,9288.25,0.000186864,0.272,29734,0.934901532,23.4,10703,0.234046529,0.166308512,0.727085864,0.002429226,0.002802952,9.34317E-05,0.010651219,0.251985425,0.002115995,0.524245539,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Macon County,10274.17,0.247,3.7,2.9,0.118226601,0.138,0.417,3.4,0.32,0.481819877,,0.466666667,1232,32.4753428,0.152580213,0.000340881,0.000253962,0.003149126,46.44,0.843076923,0.601036269,0.83,0.515210044,0.08591224,0.464,5.407312007,0.617977528,8.278548819,625.4473037,93.43501076,12.83,0.408303291,0.207347447,0.75164717,0.393,509.9,59.30494603,12.2,0.17,549.1,0.26,0.192128452,,26.64446295,0.191265567,0.034179688,8463.88,0.000711093,0.151,29228,0.915201251,31.4,19688,0.189557091,0.164973588,0.808360423,0.001879317,0.003047542,0.000152377,0.014729785,0.160808614,0.005218625,0.539465664,0.555472683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Madison County,7578.55,0.141,3.4,3.5,0.102833339,0.183,0.306,7.1,0.246,0.808491955,0.114,0.246231156,502.2,32.47251342,0.13659188,0.00083654,0.000547721,0.000916712,52.8,0.862083781,0.672526715,0.792949954,0.710159072,0.055475244,0.196,5.002999831,0.32452119,11.25102017,542.894619,56.50616126,13.05,0,0.12372934,0.864721586,0.232,367.5,56.79810168,8.3,0.11,212.7,0.147,0.081045192,7.3561001,15.10394518,0.174173524,0.037775752,9835.03,0.00059961,0.125,58258,0.309698624,5.5,346892,0.227188866,0.132888622,0.240870357,0.008394544,0.025275878,0.001242462,0.046821489,0.657262203,0.012830457,0.510689206,0.164415148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Marengo County,10880.75,0.264,4.8,4.5,0.127951675,0.168,0.423,4.9,0.338,0.546678081,0.128,0.228571429,705.8,46.47435897,0.151600697,0.000392138,0.000248077,0.000198462,87.35,0.766595289,0.504716981,0.857824934,0.50109553,0.080711536,0.5,6.002975712,0.49111701,20.58722612,402.9927429,65.95234226,12.98,0,0.144138756,0.832689122,0.273,514.3,73.96449704,,0.178,128.4,0.214,0.151390674,,23.70840023,0.196303111,0.041185834,9347.28,0.000645001,0.189,33749,0.625237192,,20155,0.230662367,0.183130737,0.507566361,0.002282312,0.002976929,0.001935004,0.022029273,0.457752419,0.001851947,0.529248326,0.693156418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Marion County,12631.74,0.237,4.6,4.3,0.092082616,0.269,0.341,7.6,0.366,0.512282298,,0.066666667,263.8,59.32999374,0.158066515,0.000593531,0.000197798,6.59326E-05,116.76,0.892169448,0.569482289,0.751876607,0.480189073,0.079182518,0.305,4.433192591,0.31278079,10.88139282,225.9801484,106.3066588,12.22,0.126699051,0.124560719,0.837635749,0.265,568,90.74067073,10.1,0.149,106.8,0.16,0.006361069,,26.51680794,0.202037256,0.038859338,10849.96,0.000395596,0.163,34162,0.478269911,,30334,0.21075361,0.198292345,0.040977121,0.003560361,0.002901035,0.000659326,0.024922529,0.917716094,0.003285833,0.503725193,0.888549519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Marshall County,10387.89,0.212,4.8,4.8,0.079037801,0.277,0.339,7.4,0.32,0.647050603,0.116,0.287128713,258.5,68.85684271,0.185612923,0.000611969,0.000316589,0.001804559,77.19,0.834394905,0.576496674,0.848677474,0.453680904,0.061032274,0.295,4.882278405,0.340682482,10.44568245,227.8606418,72.43479794,12.73,0,0.138354778,0.790419324,0.31,510,76.63895601,9.1,0.138,103.6,0.14,0.065607307,9.641402047,25.19205051,0.241739596,0.054976688,11146.45,0.000253271,0.197,38399,0.48364094,3.2,94760,0.246570283,0.159033347,0.019364711,0.011143943,0.006891093,0.002638244,0.128619671,0.825675391,0.058447447,0.508674546,0.53268687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Mobile County,10200.56,0.226,4.5,4.8,0.118126568,0.238,0.359,5.9,0.289,0.735159519,0.147,0.378980892,815.8,56.52571319,0.17670131,0.000635364,0.000483,0.000668955,66.47,0.842691191,0.612125923,0.68281736,0.574629347,0.07533151,0.313,5.235035695,0.44219077,11.59599552,597.0834122,80.26418272,12.95,0.034863452,0.173348754,0.846716243,0.323,482.7,77.69705917,8.2,0.129,519.7,0.188,0.105885388,13.03441993,21.60786192,0.23039666,0.044747873,9985.04,0.00057477,0.186,42278,0.644901484,15.2,414079,0.241299366,0.141021399,0.350363095,0.009730027,0.01943832,0.000606165,0.026055415,0.581802023,0.010638685,0.520787096,0.200202425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Monroe County,11068.15,0.257,5,5,0.154768108,0.207,0.363,4.5,0.339,0.534463326,,0.451612903,535.4,57.59865659,0.165286607,0.000309707,0.000224861,0.000449721,74.6,0.743529412,0.642857143,0.76,0.415592028,0.113558626,0.391,6.340294035,0.527282454,13.27316167,540.431726,81.70999904,12.96,0,0.169927334,0.870981153,0.319,512.3,78.11143899,,0.16,168.1,0.221,0.169465622,7.403751234,35.16781836,0.21463964,0.045938865,9813.61,0.000314805,0.268,32696,0.637373998,9.5,22236,0.239611441,0.172737903,0.410730347,0.012727109,0.004092463,0.000404749,0.011153085,0.546456197,0,0.522800864,0.790445639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Montgomery County,9031.7,0.21,4,3.8,0.117619109,0.192,0.346,5.4,0.281,0.798864682,0.147,0.343283582,1252.2,52.95779471,0.15378266,0.000908107,0.000648551,0.000913266,54.82,0.821634062,0.65945946,0.64,0.613781349,0.068578419,0.33,5.380260405,0.503304954,15.29443969,367.497409,56.51432219,12.84,0,0.186627313,0.852996016,0.167,420.6,91.49494789,10,0.14,755.5,0.21,0.112817478,5.556280439,13.3600451,0.199986899,0.042561864,9315.2,0.000727966,0.138,44013,0.672310979,14.6,226659,0.242315549,0.129352905,0.559095381,0.003476588,0.0241817,0.001111802,0.034280571,0.368716883,0.018827834,0.525317768,0.104912301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Morgan County,9346.24,0.149,4.5,4,0.09159871,0.239,0.302,7.7,0.288,0.708067621,0.108,0.243902439,493.4,49.23599321,0.168655885,0.000531584,0.000475845,0.001093608,72.86,0.839738663,0.638791286,0.757939317,0.531867989,0.060226563,0.251,4.756943717,0.325886525,11.79450974,232.784244,76.95067445,12.6,0,0.116193367,0.867896389,0.355,449.3,75.26891131,8.1,0.127,112.7,0.143,0.035120856,17.14201556,21.00500499,0.217766427,0.045399188,9986.19,0.000375667,0.192,44079,0.453780219,3.6,119787,0.231861554,0.154849859,0.120998105,0.010710678,0.00727124,0.001293964,0.077879904,0.768672727,0.027678762,0.508410762,0.385973722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Perry County,13154.84,0.272,5.2,4.2,0.136893204,0.259,0.387,4.8,0.336,0.784722878,0.182,0.47826087,1512.6,50.65947242,0.161575975,0.000196444,0.000199601,0.000199601,65.28,0.851674641,0.547826087,0.925,0.357309668,0.129440096,0.526,5.460368944,0.584584179,9.822217857,,81.81593318,12.95,0.200752299,0.211382114,0.811764706,0.477,609.9,,,0.176,320.9,0.265,0.055966481,,36.48254243,0.215264913,0.042687747,9962.82,0.000199601,0.243,25461,0.976523197,15.3,10020,0.230938124,0.171556886,0.671756487,0.001896208,0.003992016,0.000399202,0.013473054,0.302894212,0.003825871,0.531936128,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Pickens County,10335.43,0.26,5.2,3.3,0.12126752,0.181,0.401,6.3,0.317,0.071558797,0.075,0.36,762.7,40.84237396,0.16460042,0.000360732,0.000103088,0.000103088,81.45,0.870614035,0.628571429,0.81,0.492984097,0.079804775,0.363,5.878098805,0.487002888,12.88327751,225.5323613,83.44781967,12.65,0.263148458,0.138216561,0.842655194,0.477,488.9,110.1806963,13,0.163,174.5,0.212,0.021217779,9.394285384,27.46021882,0.208647606,0.051310044,9848.99,0.000154631,0.153,32314,0.688927944,,19401,0.218493892,0.181227772,0.405803825,0.001700943,0.003144168,0.003504974,0.021906087,0.558218649,0.007954669,0.520437091,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Pike County,10818.36,0.238,4.7,3.8,0.093893399,0.183,0.353,5.9,0.294,0.602693091,0.11,0.261904762,1045.7,32.08185208,0.180298772,0.000542463,0.000269954,0.00011998,66.06,0.869565217,0.711764706,0.623571429,0.555869302,0.066241446,0.348,6.351461245,0.494850115,8.739678139,440.3906952,73.91344186,12.7,0,0.18742769,0.844240745,0.2,495.1,120.6136218,10.7,0.149,338.4,0.212,0.057746215,7.937382869,24.69408004,0.224524539,0.043769085,10575.11,0.000569903,0.154,35944,0.611564467,6.2,33339,0.198986172,0.137916554,0.364378056,0.006898827,0.020636492,0.001199796,0.023486007,0.571582831,0.010687464,0.519451693,0.516793824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Randolph County,10542.17,0.223,4,4.8,0.090755355,0.281,0.341,7,0.338,0.269235805,0.141,0.225806452,405.7,51.46545708,0.181559196,0.000352812,0.000132002,0.000220003,67.82,0.855130785,0.498098859,0.768642612,0.432649071,0.07353285,0.341,5.088067305,0.38167499,10.14332966,307.5231757,91.95603626,12.97,0.298081103,0.168715084,0.787915555,0.439,486.8,55.81135761,,0.149,68.7,0.18,0.020469155,11.28229557,29.45932732,0.235164166,0.047021944,9102.25,0.000572007,0.157,35121,0.53387605,9.4,22727,0.221190654,0.188146258,0.200334404,0.004752057,0.003432041,0.000704008,0.031504378,0.749284991,0.004275888,0.514718177,0.813424693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Russell County,11482.98,0.213,5,5,0.104827852,0.239,0.342,5.7,0.326,0.64579674,,0.253333333,731.6,56.96054782,0.165752663,0.000259426,0.000151045,0.00018461,57.09,0.792592593,0.543478261,0.657250859,0.592954216,0.074957338,0.34,5.169252096,0.484609878,10.54998271,457.7449312,89.24089464,12.76,0.292558209,0.162796382,0.844880117,0.352,557.9,112.0346946,11.3,0.14,375.3,0.211,0.077991661,13.49644234,28.07260006,0.219622768,0.036380173,9678.28,5.03482E-05,0.163,35762,0.573431373,12.6,59585,0.252076865,0.122312663,0.414533859,0.005236217,0.008038936,0.002517412,0.048921709,0.502945372,0.006801926,0.510346564,0.354089939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,St. Clair County,9641.05,0.193,4.2,4,0.082375979,0.272,0.317,8.2,0.291,0.687617384,0.099,0.333333333,225.3,46.55082234,0.152694274,0.000211176,0.000278074,0.000104278,91.21,0.856804734,0.602294455,0.770859375,0.531382381,0.056322021,0.207,4.061016949,0.301434923,9.502915401,183.4935104,89.58942174,12.78,0,0.127002288,0.871930683,0.516,457.6,74.12898443,8.2,0.123,88.6,0.129,0.011628966,14.84052546,26.88754024,0.196610301,0.041315954,10854.34,0.000173796,0.2,52437,0.408456198,5.3,86308,0.232075822,0.147251703,0.091903416,0.003823516,0.007959865,0.000729944,0.022848403,0.861774111,0.006275462,0.500822635,0.727967653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Shelby County,6415.26,0.123,3.3,3.6,0.082644628,0.18,0.315,8.5,0.222,0.762385627,0.126,0.152941177,236.9,23.15914489,0.112903133,0.000905739,0.000465276,0.000479969,53.32,0.856804734,0.677940046,0.89,0.743836915,0.043549798,0.112,4.050652793,0.211579455,10.89872152,176.9417657,62.75610026,12.83,0.093397852,0.10152005,0.85363676,0.48,318.9,50.09693757,6.3,0.085,77.7,0.105,0.038181156,16.0743337,13.75663907,0.143015369,0.040420841,10274.83,0.000235087,0.111,68718,0.301547485,3.6,204180,0.247071212,0.124071897,0.116304241,0.003736899,0.021035361,0.000509355,0.060201783,0.78829954,0.019742411,0.511729846,0.229448702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Sumter County,11184.58,0.277,4.3,5.4,0.133211679,0.17,0.404,3.8,0.312,0.341204679,,0.318181818,1303.3,33.56582389,0.172346186,0.000372384,0.000149689,7.48447E-05,79.57,0.784810127,0.597014925,0.73,0.532796318,0.098684211,0.488,5.659391735,0.596352374,11.91628808,437.3934317,65.88965679,12.85,0.484397276,0.24428997,0.812486906,0.34,506,100.4352193,,0.164,292.2,0.284,0.105790237,,31.15879561,0.216862894,0.050481568,10725.77,0.000149689,0.17,24504,0.552390641,,13361,0.198488137,0.158521069,0.731906294,0.001197515,0.003742235,0.000374224,0.010029189,0.248634084,0.005999688,0.547114737,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Talladega County,10790.36,0.299,5.6,5.1,0.127672209,0.231,0.38,6.4,0.367,0.659549647,0.105,0.283018868,738.7,51.19505773,0.146781695,0.000330227,0.000271283,7.39864E-05,94.61,0.816074189,0.566233766,0.78054175,0.462822967,0.071107111,0.289,5.005086674,0.404506142,11.86370196,301.6560716,75.88914347,12.87,0,0.151131508,0.843124791,0.305,524.7,78.36990596,13.2,0.132,208.2,0.19,0.059402512,10.25475238,23.29045456,0.189950144,0.03499041,10538.5,0.000283615,0.194,38505,0.645348837,9.2,81096,0.223710171,0.156851139,0.320126763,0.003871954,0.004192562,0.000184966,0.022269902,0.63751603,0.004734787,0.513465522,0.558153383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Tallapoosa County,9349.9,0.265,5.8,5.2,0.134209023,0.267,0.356,6.8,0.308,0.655853518,0.161,0.17948718,478.5,58.55161787,0.159628784,0.000388651,0.000315511,0.000218431,71.1,0.792713568,0.624750499,0.784628253,0.45880756,0.077340966,0.363,4.701504118,0.470444986,14.57442674,423.053142,71.18601676,12.94,0.077627516,0.153611704,0.830695712,0.302,453.3,95.28735945,11.4,0.141,161.5,0.178,0.048397633,7.227348286,23.05868263,0.203958692,0.040399745,10910.13,0.000509672,0.197,37747,0.56145749,8.4,41203,0.213673762,0.190471568,0.267334903,0.003616242,0.005023906,0.000364051,0.025410771,0.68968279,0.007921046,0.514525641,0.742262591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Tuscaloosa County,8827.72,0.176,4.3,4.1,0.113551836,0.217,0.329,6.5,0.279,0.7516542,0.124,0.260606061,803.6,29.81418787,0.15212426,0.000709984,0.000478038,0.001025789,81.43,0.857391304,0.688210652,0.728505355,0.616438084,0.058437551,0.234,5.283372771,0.382320923,11.88342162,432.2977227,68.46156064,12.71,0,0.187963906,0.850880404,0.231,441.6,80.09037063,12,0.107,217.1,0.177,0.073747061,14.95795692,17.94954831,0.1906803,0.039498003,10256.24,0.000542772,0.152,45959,0.492110383,8.3,200821,0.210475996,0.114186265,0.304201254,0.003341284,0.013858112,0.000766852,0.032212767,0.63682583,0.012606245,0.516225893,0.255080758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Walker County,14814.31,0.35,6.5,6.5,0.099282297,0.277,0.334,7.5,0.358,0.498291631,0.083,0.174311927,542.1,57.97101449,0.157592279,0.000407726,0.000393951,0.000363647,82.42,0.875533428,0.661311914,0.792654546,0.517600552,0.066468512,0.322,4.656430658,0.340529865,14.04388336,297.1213569,142.6495209,12.54,0,0.108417378,0.843478997,0.395,653.8,78.43006375,10.7,0.15,118.6,0.15,0.038759361,40.9752535,38.00295531,0.202028081,0.03854712,11534.13,0.000439407,0.194,37193,0.508246289,6.5,65998,0.22194612,0.177096276,0.061441256,0.004712264,0.003469802,0.001015182,0.023303737,0.896072608,0.005579646,0.513530713,0.740879996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
