state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,mammography_screening_raw_value,flu_vaccinations_raw_value,high_school_completion_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,life_expectancy_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,other_primary_care_providers_raw_value,high_school_graduation_raw_value,disconnected_youth_raw_value,reading_scores_raw_value,math_scores_raw_value,median_household_income_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,homicides_raw_value,suicides_raw_value,firearm_fatalities_raw_value,juvenile_arrests_raw_value,traffic_volume_raw_value,homeownership_raw_value,severe_housing_cost_burden_raw_value,broadband_access_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_black_raw_value,%_american_indian_&_alaska_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value
AL,Etowah County,11494.69281,0.219785493,4.797248978,5.412909158,0.093419017,0.231343618,0.362,6.7,0.336,0.494943982,0.149995184,0.161616162,529.4,39.1009994,0.124560195,0.000799992,0.000518246,0.001212501,6934,0.28,0.38,0.845526988,0.564875386,0.033424619,0.27,4.708842105,0.331428312,15.51204379,603.9626197,92.76130528,8.2,0,0.106118792,0.868502118,0.283,73.32518825,559.2308453,69.067811,8.542775783,0.149563867,0.174911409,0.173,215,0.166,0.094006166,26.66458553,20.67701257,0.388030172,0.159442569,0.028510808,0.000870262,0.909634975,0.078137652,3.010232137,2.782795678,43047,0.552150467,63.94685608,58.92061897,6.105963445,17.27277722,18.51328572,,184.0637727,0.725874377,0.096184977,0.765446048,102268,0.212930731,0.193569836,0.155239176,0.00613095,0.008223491,0.00298236,0.041361912,0.774504244,0.012516524,0.51601674,0.374834818
AL,Fayette County,10520.53542,0.23827758,5.115707889,5.548231088,0.105011933,0.243260084,0.376,7.1,0.3,0.341627516,0.14819336,0.222222222,461.5,37.46130031,0.12319124,0.001034504,0.000306711,0.000122684,4667,0.38,0.47,0.825986674,0.511835876,0.031463748,0.23,5.152366768,0.282758621,8.519442585,,101.8083095,9.2,1,0.116462976,0.858007968,0.441,74.53259258,511.1703851,,,0.160339065,0.182746228,0.196,107.5,0.183,0.013544587,22.35636039,26.65726497,0.397505537,0.15574731,0.03485778,0.000429395,0.925,,2.893179563,2.734799249,44212,0.585143354,52.71351947,51.30501887,,25.3510167,21.81606632,,0.697129341,0.772566892,0.109343629,0.703028521,16302,0.210587658,0.217457981,0.115016562,0.004784689,0.004784689,6.13422E-05,0.020549626,0.840571709,0,0.513127224,0.802331651
AL,Franklin County,9761.997345,0.255503588,5.133803442,5.300158213,0.09544688,0.226932197,0.366,7.4,0.369,0.581472369,0.148765662,0.085714286,276.2,46.67165295,0.164003887,0.000446386,0.000255086,6.37714E-05,8158,0.34,0.4,0.772010007,0.422449508,0.027558519,0.245,4.162242753,0.38801422,9.246564423,264.2344364,82.51663028,9.1,0,0.112700477,0.828811167,0.383,74.98522642,475.6838369,54.99126609,,0.164203591,0.178066398,0.144,73.5,0.157,0.041206194,,25.37645518,0.388405429,0.21012035,0.051439539,0.000605829,0.937368421,,2.567992701,2.52922847,44874,0.691353997,58.2693865,48.631514,5.437811825,16.57747646,15.86858275,17.42857143,56.09019824,0.707910934,0.072093251,0.619478639,31362,0.247815828,0.171353868,0.037752694,0.016644347,0.003634972,0.002168229,0.178751355,0.761845546,0.050877013,0.496779542,0.703665153
AL,Geneva County,11997.58408,0.263047878,5.585864115,5.737022701,0.078031809,0.252016882,0.413,7,0.408,0.202053005,0.15353316,0.28125,435.3,43.40567613,0.141935794,0.000304021,7.61296E-05,0.000228389,5955,0.37,0.45,0.803215434,0.468560861,0.028972386,0.213,5.197362637,0.307322104,8.74059436,413.5711211,88.37058242,8.8,0,0.102384292,0.856231306,0.404,73.65541147,556.6138593,81.68880863,,0.171728684,0.190112411,0.193,170.3,0.19,0.009307848,18.98589981,25.82922577,0.37999724,0.18175814,0.03646446,0.000228389,0.925,0.146431199,3.05403059,2.868606676,43089,0.577644411,27.56984965,20.49213853,5.919197572,17.83166442,15.86138659,25.35714286,0.519172066,0.720023115,0.10961498,0.671385919,26271,0.219519622,0.206311142,0.091431617,0.011152982,0.00350196,0.000723231,0.041680941,0.835560123,0.007166593,0.511742987,0.896416573
AL,Greene County,12918.09703,0.344688464,5.991344573,5.843163452,0.156342183,0.267855511,0.38,3.8,0.237,0.062244334,0.104404043,0.318181818,1200.5,48.51598174,0.116885194,0.00048585,0.000123289,0.000123289,6410,0.29,0.32,0.792162955,0.520775623,0.055844606,0.458,5.746756512,0.719745223,8.502368517,669.3440428,84.18520746,9.1,0,0.190082645,0.727425452,0.421,74.87910621,590.6447623,,,0.1998176,0.201858954,0.218,418.7,0.261,0.213424757,,50.9580106,0.477898905,0.149161518,0.03200883,0.000246579,0.825,,2.467139733,2.569736548,28699,0.851043643,15.13249914,16.45960723,,,,41.25,30.00665996,0.670620129,0.188,0.513385293,8111,0.217975589,0.233016891,0.794353347,0.00382197,0.002835655,0,0.017137221,0.17544076,0.000516396,0.52792504,1
AL,Hale County,13672.34503,0.290984784,5.289874349,5.606901953,0.12219812,0.240259421,0.453,6.3,0.318,0.298984772,0.116017359,0.318181818,1505.5,34.66055572,0.113618811,0.000203721,0.00013651,0.00013651,6585,0.31,0.34,0.840036287,0.457071496,0.039385521,0.308,6.242609255,0.50957632,6.790710308,208.5580726,90.28554488,9.4,0,0.152691968,0.88908013,0.525,72.7981686,601.4628602,108.9482859,,0.172853491,0.186325227,0.178,432.4,0.207,0.04647507,,28.62622735,0.433392993,0.146312403,0.030503597,0.000614293,0.91,,2.781441538,2.586428052,40745,0.75,38.07464166,38.21363831,12.40469852,14.24424792,25.60336347,,5.889162056,0.75840708,0.125,0.615221239,14651,0.230154938,0.196914886,0.57675244,0.002661934,0.003003208,0.00013651,0.014265238,0.397174254,0.002097649,0.52562965,0.891687817
AL,Henry County,9575.660312,0.234437078,4.820211762,5.427657089,0.104526749,0.231026559,0.35,7.6,0.29,0.253092128,0.148010859,0.222222222,571.5,27.33686067,0.138753799,0.000290546,0.000290613,0.000174368,4344,0.44,0.41,0.793803419,0.51381509,0.035570277,0.292,4.839822025,0.217415574,13.36509966,197.3722972,80.28296838,9,0,0.095910781,0.870356776,0.369,76.01567745,469.8849713,,,0.150746169,0.174096051,0.163,251.2,0.151,0.02142168,,19.09791418,0.396803319,0.174500103,0.03994528,0.000232491,0.925,,2.815581462,2.734985739,48597,0.566504461,25.50498957,24.7138435,,16.06008877,19.77986177,34.70588235,21.70702825,0.833333333,0.096677215,0.751282051,17205,0.203894217,0.234292357,0.254228422,0.004591689,0.004242953,0.000232491,0.026910782,0.69537925,0.001354346,0.517058995,0.877528609
AL,Houston County,9244.208983,0.233652908,4.858204606,5.283205227,0.108016601,0.224036078,0.385,6.9,0.324,0.665445557,0.134576826,0.289156627,600.9,32.75226885,0.12723951,0.000897615,0.000661113,0.001520561,4703,0.42,0.44,0.86044128,0.591990976,0.030064455,0.278,5.187490194,0.351630703,11.55440118,487.7884842,73.01516307,7.1,0,0.133973711,0.882476343,0.256,76.13665008,431.9100875,84.56572407,9.23943662,0.150595683,0.172616077,0.164,395.7,0.169,0.062826059,13.65296079,17.23571898,0.397539729,0.167237275,0.024377447,0.001700006,0.900008489,0.104249404,2.972277798,2.770071872,50138,0.630484238,46.76491799,42.78633998,7.386736704,16.72741117,17.3936645,32.94642857,202.1186577,0.657042558,0.121405242,0.749230495,105882,0.229387431,0.181182826,0.270914792,0.005421129,0.010738369,0.000916114,0.034292892,0.660763869,0.005493332,0.521845073,0.338040513
AL,Jackson County,11126.15024,0.250116336,5.451774134,5.745821334,0.0895828,0.239259967,0.356,7.1,0.339,0.471903357,0.147700123,0.243243243,202.3,34.28085749,0.133098798,0.000541209,0.000368032,0.000484252,5480,0.44,0.44,0.831941404,0.454209749,0.032873446,0.196,4.92330737,0.268771098,9.084583269,316.9849481,91.98392783,10,1,0.11634757,0.864254529,0.405,73.96736011,558.0139093,57.492411,8.729139923,0.167580531,0.187857709,0.16,79.2,0.172,0.032725105,10.94859955,29.82673132,0.395683322,0.16719326,0.036117584,0.000658583,0.921572123,0.077084206,3.058069377,2.727648275,44322,0.580406182,41.34107246,15.65296163,4.37823579,21.49548565,23.47706945,,49.92126559,0.755206572,0.081283536,0.709253443,51626,0.206930616,0.205148569,0.033413396,0.016522682,0.005830396,0.001142835,0.030682214,0.89046217,0.003544077,0.508639058,0.770173033
AL,Jefferson County,11082.13318,0.202621538,4.135720932,4.717316979,0.113495667,0.184594578,0.346,6.6,0.291,0.7862775,0.17235431,0.149184149,776.9,26.73573688,0.111258655,0.001087517,0.00092169,0.001907154,4558,0.42,0.47,0.90064548,0.686450143,0.028520337,0.225,5.358189778,0.377088306,14.51539512,872.7500202,102.3367601,10.8,0,0.162993994,0.832212463,0.337,74.62173263,502.8653033,86.11949536,10.47512782,0.132968624,0.151214071,0.127,666,0.161,0.122715906,29.69040044,16.02692523,0.397273392,0.142330734,0.029421475,0.001563988,0.894345789,0.07786278,2.78853869,2.600071796,54127,0.527585081,62.94542371,59.14129846,20.18526259,14.03054903,29.9063561,11.7673716,508.4127313,0.62702742,0.145617987,0.794446295,658573,0.227537418,0.162972062,0.431426736,0.002830362,0.01789627,0.000580042,0.040804892,0.495147842,0.012346879,0.527414577,0.098337652
AL,Lamar County,11151.59624,0.248309775,5.237913964,5.824292317,0.088521401,0.243854832,0.339,7.1,0.311,0.103131008,0.146040744,0.227272727,258.1,38.80704276,0.119230051,,0.000217313,0.000144875,5917,0.38,0.43,0.823421775,0.475465313,0.030603522,0.216,5.23071942,0.238360656,7.223345854,162.2117216,92.220349,8.8,0,0.099667774,0.896744365,0.44,74.9878971,508.3706657,,,0.163042481,0.187196444,0.216,144.1,0.183,0.007506766,,30.69964491,0.388011809,0.14921935,0.039737274,0.000724375,0.925,,3.088662981,3.050683052,42686,0.591703057,4.145957771,1.683808892,,,14.40942953,10.66666667,0,0.756318306,0.06402495,0.629439891,13805,0.213835567,0.221658819,0.101340094,0.003114814,0.001086563,0.000144875,0.019051069,0.860123144,0.001139558,0.510322347,1
AL,Lauderdale County,8624.207923,0.20474027,4.460169043,5.098165851,0.097816057,0.200019946,0.323,7.4,0.27,0.654920234,0.155358658,0.225,444.1,21.84499158,0.117047642,0.000497906,0.000560774,0.001574481,5141,0.4,0.51,0.873816936,0.575992848,0.03262198,0.204,4.548563879,0.241672146,14.61244547,268.6032092,78.69113298,9.6,0,0.115957034,0.883412704,0.313,76.60444751,432.441878,46.49064034,6.881451361,0.138473981,0.163992658,0.146,104.2,0.149,0.050380741,12.96577755,20.04746623,0.384945913,0.1458084,0.031545575,0.000927434,0.937081545,,3.130774043,3.015394475,48188,0.479048607,47.86377646,43.84649496,5.397394755,13.41375128,13.61961917,16.51162791,161.8897613,0.681396377,0.10909489,0.722726209,92729,0.1946101,0.204973633,0.098599144,0.004464623,0.008174358,0.000625479,0.028599467,0.84574405,0.004545921,0.52021482,0.492951062
AL,Lawrence County,11511.22468,0.236771237,4.956532919,5.460259167,0.082938389,0.242465886,0.327,7.4,0.301,0.48985119,0.149109797,0.238095238,263.2,36.5630713,0.13895763,0.000151713,9.11189E-05,0.001275665,6273,0.38,0.4,0.793042807,0.483655084,0.031245631,0.228,5.094918861,0.242301797,12.44045271,260.4530022,106.480165,10,0,0.109153581,0.874928705,0.499,74.09022154,541.1178516,76.9069426,,0.158520786,0.183551642,0.22,103.8,0.165,0.021224882,11.11897301,30.12657465,0.385247679,0.17533856,0.038768067,0.000334103,0.93,0.123322684,2.863666439,2.740176195,47797,0.604247104,68.44157359,36.26608369,6.455694568,22.45434255,22.3850347,26.36363636,33.05759922,0.776603297,0.094742233,0.620336042,32924,0.215435549,0.190954927,0.107611469,0.0578909,0.002217228,0.000212611,0.023660552,0.763030009,0.003197033,0.512999636,0.912897871
AL,Lee County,7241.106698,0.199583298,4.575032274,5.110156685,0.090193705,0.19286543,0.308,6.7,0.199,0.677490428,0.169487484,0.317647059,500,15.61532053,0.105349099,0.00051238,0.000328184,0.000935931,4517,0.36,0.45,0.908824893,0.74190969,0.027161139,0.142,6.281463329,0.276080943,8.051677128,415.637401,61.90521679,10.8,0,0.190932203,0.83054702,0.29,77.87780304,368.601822,63.70856229,7.248611968,0.135809867,0.157852901,0.103,226.4,0.155,0.122495037,7.549679955,12.68831119,0.388771805,0.129914936,0.032710794,0.000680677,0.914663518,0.035841974,3.101688832,2.998968313,54160,0.444714459,34.59561312,30.02038509,8.278898079,12.31179619,17.6163142,13.50318471,201.9529327,0.616083138,0.157733753,0.820326378,164542,0.211016032,0.124053433,0.226452821,0.003628253,0.041691483,0.000893389,0.037017904,0.676811999,0.012867271,0.508696868,0.27409499
AL,Limestone County,7446.769258,0.200952387,4.350289579,4.819614409,0.092366629,0.203343348,0.33,7.7,0.264,0.609673601,0.156394713,0.247863248,424.8,23.19692058,0.109492001,0.000363924,0.000283071,0.000525704,5178,0.43,0.48,0.846865427,0.575563333,0.026314589,0.163,4.971390581,0.218657132,8.838147524,160.1237419,62.67052396,10.6,0,0.110699398,0.885478893,0.428,77.65884723,377.7820031,51.90251554,6.515580737,0.136476276,0.157691976,0.128,132.2,0.141,0.035183539,7.254111527,18.05554068,0.387297737,0.137866435,0.035402906,0.000545923,0.896869159,0.05373011,2.879799087,2.756358833,64729,0.460098347,32.32357329,25.30708756,5.814496151,12.67529966,17.51398481,10.67961165,76.30544834,0.776249883,0.092333934,0.801138662,98915,0.22315119,0.152464237,0.135560835,0.008411262,0.016812415,0.001839964,0.062164485,0.75824698,0.009987711,0.500136481,0.576091421
AL,Lowndes County,16340.03754,0.311369191,5.590466755,5.68164865,0.135955056,0.262729348,0.436,5,0.325,0.048676874,0.114814775,0.310344828,982.5,30.84337349,0.117053481,0.000100261,,,6720,0.4,0.38,0.783489097,0.360067539,0.056872038,0.361,6.427279773,0.513870542,6.015640666,671.0192238,134.4086022,9.4,0,0.175174014,0.879952338,0.602,71.15081129,704.2088147,111.0370864,,0.18462743,0.193016204,0.17,624.3,0.234,0.13062145,,47.30434783,0.464435291,0.150623269,0.027373068,0.000308452,0.825,,2.229613109,2.169597265,33930,0.96686747,27.74304657,27.5255871,27.82608696,,53.36812144,,5.503152438,0.742648789,0.175747863,0.525523406,9726,0.219925972,0.197511824,0.717663993,0.003495785,0.004832408,0.000411269,0.018609912,0.251079581,0,0.530125437,1
AL,Macon County,13611.93285,0.279961769,5.124765695,5.342117151,0.141075604,0.225299139,0.509,4.9,0.325,0.313397352,0.109071154,0.333333333,1205,21.59695818,0.116009642,0.00037963,0.000276732,0.004150985,5535,0.35,0.34,0.818000499,0.557650862,0.042929936,0.392,6.012970478,0.500781983,7.050273876,734.3124166,106.075217,10,1,0.185350319,0.84888248,0.387,72.83768284,635.288258,,,0.165114104,0.176843484,0.168,535.9,0.202,0.216386644,,27.1815045,0.445210829,0.143245146,0.024366784,0.00094089,0.875,0.134860051,2.294061132,1.973541421,34281,0.976495727,54.94389948,54.72248901,37.75208958,,51.43040823,7.142857143,44.5133573,0.654803318,0.156981132,0.602087236,18068,0.171352668,0.209486385,0.796767766,0.002711977,0.005977419,0.000166039,0.018983839,0.164600399,0,0.545162719,0.555472683
AL,Madison County,8088.653276,0.178568294,3.770168504,4.443961563,0.098217916,0.170932787,0.338,7.5,0.243,0.693134336,0.154572865,0.30964467,658.6,18.88420362,0.094923216,0.000889449,0.000565822,0.001485617,4610,0.47,0.47,0.917008395,0.736250344,0.025450953,0.168,5.193218765,0.25870109,10.69521635,610.7231592,69.5376492,7.5,0,0.116691856,0.87915475,0.271,77.70293201,382.803447,61.12929316,7.683256039,0.114986702,0.139951436,0.131,258.4,0.136,0.074673451,18.44659665,12.95997442,0.378446537,0.118106456,0.030926725,0.001279132,0.924852394,0.052231574,3.164968022,2.975704892,68609,0.38955267,47.3842711,40.41537773,7.935492026,17.17899285,18.77903155,21.76151762,291.6377851,0.668376195,0.104610003,0.863930521,372909,0.216444226,0.153217005,0.243941551,0.008039495,0.026757198,0.001051195,0.051894698,0.64502868,0.010873071,0.510963801,0.164415148
AL,Marengo County,13500.19849,0.266514031,5.100618903,5.384844599,0.118787879,0.231374423,0.45,5.7,0.329,0.429352737,0.127203137,0.230769231,485.2,26.17307239,0.106316697,0.000472045,0.000265069,0.000371097,4088,0.36,0.36,0.838221815,0.517512509,0.035222251,0.363,6.964171975,0.405405405,17.30829749,449.4152495,95.87134684,9.2,0,0.161128527,0.880054728,0.298,72.31452137,612.3572398,85.86639189,,0.1634321,0.179346176,0.184,162.9,0.201,0.126289707,,30.59663437,0.432932803,0.135750344,0.030981456,0.000636166,0.913091483,,2.745951239,2.577754846,38838,0.654127199,23.69793177,23.54634821,11.65586071,10.61229297,17.52486985,32,77.09725388,0.714848526,0.147230551,0.597065616,18863,0.225149764,0.198748874,0.513067911,0.002544664,0.003021789,0.001855484,0.027991306,0.444255951,0.00059939,0.531410698,0.693156418
AL,Marion County,10536.73169,0.238054861,5.1225372,5.590622945,0.095940959,0.241707548,0.382,7,0.327,0.470334027,0.149461765,0.176470588,207.8,40.06163328,0.130840307,0.000335988,0.000201959,0.000168299,7801,0.37,0.39,0.79574088,0.558903284,0.034488092,0.234,5.030337454,0.248564135,10.41561671,295.8973336,93.66365382,9.1,1,0.104375753,0.861803237,0.283,74.54737593,552.8911135,68.25116429,10.04784689,0.160121649,0.183618281,0.188,110,0.178,0.032545426,,24.75294655,0.383744391,0.165768114,0.034455878,0.000706857,0.899710366,0.157079646,3.061671918,2.837091567,44675,0.545244691,36.5420065,30.56588303,,18.73337344,18.73273076,20.66666667,16.71588812,0.75143786,0.093706416,0.655830624,29709,0.207681174,0.215052678,0.037699014,0.004173819,0.003298664,0.000706857,0.026927867,0.917297789,0.004414777,0.507691272,0.888549519
AL,Marshall County,9562.875979,0.241483673,5.115246599,5.446693667,0.081639103,0.229877366,0.37,7.2,0.372,0.544189897,0.147544916,0.240963855,231.3,44.83163665,0.144334612,0.000572267,0.000372001,0.002593672,5907,0.37,0.49,0.816105074,0.530047818,0.024634229,0.215,4.598843989,0.282370184,10.40485282,286.2690824,87.39047444,10.7,0,0.143827696,0.866921231,0.327,74.87823748,496.1759569,56.46881667,6.080707573,0.159141996,0.178457094,0.117,149.8,0.162,0.051875054,16.98846518,23.6630029,0.378981142,0.189362471,0.038947239,0.000847335,0.93012949,0.060698958,2.754924662,2.762879144,48913,0.623119991,45.57331892,23.72395967,3.744146028,16.10553125,15.88917717,,116.3045129,0.701774503,0.110091185,0.794570421,96774,0.251472503,0.17308368,0.025730052,0.011098022,0.007057681,0.002862339,0.147477628,0.798241263,0.047973671,0.506923347,0.53268687
AL,Mobile County,10290.14432,0.212081915,4.586236402,4.943497294,0.118292276,0.207862782,0.378,6.6,0.287,0.702175829,0.172847061,0.34464752,723,32.89466662,0.131192693,0.000662224,0.000522737,0.001001912,6275,0.37,0.42,0.864666939,0.590329268,0.037142993,0.264,5.302269488,0.383767391,11.35932443,548.14738,82.94896611,8.1,0,0.159465522,0.859295056,0.366,75.23464341,499.2583721,72.23798947,8.847704309,0.143872233,0.165018865,0.147,536.8,0.168,0.102659253,12.73246828,19.17006711,0.405065377,0.171126087,0.028665688,0.001195518,0.865710389,0.086589929,2.780952518,2.65310274,49492,0.681561909,56.81320946,51.61876952,15.06712109,15.60401084,24.96194149,24.18013857,323.6360141,0.645455069,0.143186094,0.746203224,413210,0.233155054,0.16636093,0.359352387,0.009389899,0.020713439,0.000418673,0.030113018,0.565201713,0.007195435,0.524759807,0.200202425
AL,Monroe County,12250.16822,0.284744968,5.495567174,5.617267704,0.115740741,0.255110935,0.432,5.4,0.36,0.515432634,0.126049006,0.24137931,567.4,35,0.136800726,0.000427208,0.000241161,0.000916413,5179,0.4,0.36,0.856434298,0.388366125,0.048574158,0.314,8.249281839,0.453664701,12.81625291,492.3091419,92.16589862,8.9,0,0.118220597,0.903002673,0.319,74.28895515,536.311374,75.81501137,,0.176587197,0.19034248,0.226,178.5,0.219,0.128395267,,33.88411632,0.427385443,0.175292566,0.032340426,0.000482323,0.86,,2.512728103,2.54781772,40005,0.699850969,35.61551043,34.33499244,13.95228319,14.16725522,20.69030377,6.363636364,3.525552907,0.6364193,0.158320127,0.397869214,20733,0.21091979,0.211498577,0.407321661,0.013408576,0.0046303,0.000385858,0.016736604,0.541069792,0,0.523995563,0.790445639
AL,Montgomery County,9499.568674,0.233172207,4.680850421,4.868389903,0.129343804,0.198633262,0.371,6,0.291,0.737847866,0.125810891,0.303030303,1168.8,36.07523315,0.121789045,0.001018768,0.000755014,0.001607163,5509,0.43,0.4,0.867317527,0.634360658,0.030819554,0.233,5.284100917,0.440148265,14.88286389,531.7145579,68.47723419,8.6,0,0.179392927,0.847683178,0.207,76.50552565,436.8688545,89.28655789,9.618104668,0.145043662,0.159959868,0.162,785.1,0.178,0.145721411,6.333821872,13.69421265,0.428471741,0.157560725,0.031252914,0.001377569,0.81,0.105559178,2.534611282,2.324077104,52711,0.704126427,51.41405693,47.98699901,20.00490972,11.48747673,26.86074735,24.52173913,438.4805234,0.583790365,0.15894032,0.79504507,226486,0.233515537,0.155775633,0.58848229,0.003377692,0.032779068,0.000949286,0.036841129,0.326991514,0.015397339,0.53024028,0.104912301
